Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
Data Engineer,Data Engineer - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
Développeur Python/Java – Data science – Optimisation énergétique & IA,Développeur Python/Java – Data science – Optimisation énergétique & IA - Paris - Indeed.fr,In-Team,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Engineer - Intern (6months),Data Engineer - Intern (6months) - Paris (75) - Indeed.fr,Dailymotion,Dailymotion,10,"3,9","4,0","3,4","3,1","3,3","4,5"
Business Analyst (h/f) - Paris,Business Analyst (h/f) - Paris - Paris (75) - Indeed.fr,Maisons du Monde,Maisons du Monde,330,"3,5","3,3","3,1","2,8","3,0","3,3"
Data scientist H/F,Data scientist H/F - Courbevoie (92) - Indeed.fr,Total,Total,1,"3,9","3,7","3,6","3,4","3,5","3,6"
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,SESAMm,SESAMm,2,"5,0","4,5","5,0","4,5","5,0","5,0"
Data Engineer,Data Engineer - Paris (75) - Indeed.fr,BLABLACAR,BlaBlaCar,2,"4,5","3,5","4,0","2,0","3,5","5,0"
Lead Data Scientist (H/F) - CDI Paris,Lead Data Scientist (H/F) - CDI Paris - Paris (75) - Indeed.fr,Kapten,KAPTEN,4,"4,0","3,5","3,3","3,8","4,0","4,8"
CDI - Lead Data Analyst (H/F),CDI - Lead Data Analyst (H/F) - 75009 Paris 9e - Indeed.fr,Younited Credit,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst Smart Factory,Data Analyst Smart Factory - Paris (75) - Indeed.fr,WeSmart,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data scientist H/F,Data scientist H/F - Saint-Denis (93) - Indeed.fr,Generali France,Generali France,150,"3,9","3,9","3,6","3,4","3,4","3,6"
Data Analyst H/F,Data Analyst H/F - Neuilly-sur-Seine (92) - Indeed.fr,JCDecaux FR,JCDecaux,222,"3,8","3,6","3,3","3,2","3,3","3,6"
DATA ANALYST H/F,DATA ANALYST H/F - Montreuil (93) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
Data Scientist (Portuguese speaking) M/F,Data Scientist (Portuguese speaking) M/F - Paris (75) - Indeed.fr,Shift Technology,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist (h/f),Data Scientist (h/f) - Paris (75) - Indeed.fr,Bankin`,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist H/F,Data Scientist H/F - Nanterre (92) - Indeed.fr,METRO,Metro,483,"3,9","3,7","3,5","3,4","3,5","3,6"
Data Scientist (Intern) H/F,Data Scientist (Intern) H/F - Paris (75) - Indeed.fr,Shift Technology,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist H/F,Data Scientist H/F - Paris (75) - Indeed.fr,MRM // McCann (Paris),,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Analyst,Business Analyst - Paris (75) - Indeed.fr,BI Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
data scientist maintenance prédictive secteur défense,data scientist maintenance prédictive secteur défense - Paris (75) - Indeed.fr,MP DATA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Methods and Data Engineer,Methods and Data Engineer - Paris (75) - Indeed.fr,TechnipFMC,TechnipFMC,1,"4,0","3,9","3,9","3,4","3,6","3,8"
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Drivy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Strategic Customers - Junior Data Analyst (F/M),Strategic Customers - Junior Data Analyst (F/M) - Paris (75) - Indeed.fr,SAP,SAP,1,"4,3","4,1","4,0","3,9","3,8","4,1"
Data Scientist H/F,Data Scientist H/F - Paris (75) - Indeed.fr,KONEKT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DATA SCIENTIST H/F,DATA SCIENTIST H/F - Fontenay-sous-Bois (94) - Indeed.fr,Consort NT,CONSORT NT,35,"2,9","3,2","2,4","2,5","2,5","2,5"
Data Scientist Spanish speaking M/F,Data Scientist Spanish speaking M/F - Paris (75) - Indeed.fr,Shift Technology,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lead Data Scientist H/F,Lead Data Scientist H/F - Paris (75) - Indeed.fr,ACTIVUS Group,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist F/H,Data Scientist F/H - Ivry-sur-Seine (94) - Indeed.fr,Fnac-Darty,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst (M/F),Data Analyst (M/F) - Paris (75) - Indeed.fr,Voodoo,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDI - Lead Data Scientist (H/F),CDI - Lead Data Scientist (H/F) - Paris (75) - Indeed.fr,Publicis Media,Publicis Media,17,"3,4","3,9","3,3","2,9","3,3","3,6"
Data scientist débutant Prédiction flux passagers F/H,Data scientist débutant Prédiction flux passagers F/H - Paris 4e (75) - Indeed.fr,MP DATA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Malakoff (92) - Indeed.fr,L'AgenceRP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Social Data Analyst,Social Data Analyst - Paris (75) - Indeed.fr,FunFacts,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Junior,Développeur Junior - Levallois-Perret (92) - Indeed.fr,Digitalent,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Digital Source,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist F/H,Data Scientist F/H - Ivry-sur-Seine (94) - Indeed.fr,Fnac,Fnac,452,"4,0","3,8","3,5","3,2","3,6","3,9"
Data Scientist Air France Industries H/F,Data Scientist Air France Industries H/F - Roissy-en-France (95) - Indeed.fr,Air France-KLM,Air France,608,"4,1","3,8","3,8","3,6","3,6","4,0"
Data analyst / Data scientist,Data analyst / Data scientist - Courbevoie (92) - Indeed.fr,Defacto,DEFACTO,176,"3,9","3,7","3,3","3,7","3,8","3,8"
Business Analyst (h/f) - Alternance,Business Analyst (h/f) - Alternance - Paris (75) - Indeed.fr,Maisons du Monde,Maisons du Monde,330,"3,5","3,3","3,1","2,8","3,0","3,3"
Data Scientist H/F,Data Scientist H/F - Issy-les-Moulineaux (92) - Indeed.fr,Transdev,Transdev,1,"3,4","3,1","3,2","2,9","2,9","3,1"
Data Scientist H/F,Data Scientist H/F - La Défense (92) - Indeed.fr,Linagora,LINAGORA,3,"3,3","3,3","2,7","3,0","2,7","4,0"
Data Scientist F/H,Data Scientist F/H - Paris 8e (75) - Indeed.fr,CAPFI VITA DATA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Data Scientist F/H,Consultant Data Scientist F/H - 92100 Boulogne-Billancourt - Indeed.fr,Viseo,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Junior Supply Chain Scientist,Junior Supply Chain Scientist - Paris (75) - Indeed.fr,LOKAD,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Redactor(a) Contenido WEB - CTD,Redactor(a) Contenido WEB - CTD - Paris (75) - Indeed.fr,papernest,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist Fidélisation & Animation Clients F/H,Data Scientist Fidélisation & Animation Clients F/H - Ivry-sur-Seine (94) - Indeed.fr,Fnac-Darty,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Levallois-Perret (92) - Indeed.fr,Digitalent,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist (H/F),Data Scientist (H/F) - Paris (75) - Indeed.fr,Vekia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDI - Lead Data Analyst (H/F),CDI - Lead Data Analyst (H/F) - 75009 Paris 9e - Indeed.fr,Younited Credit,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alternance - BI & Data Scientist CRM Junior (F/H),Alternance - BI & Data Scientist CRM Junior (F/H) - Paris 1er (75) - Indeed.fr,Sté Louis Vuitton Services,Louis Vuitton,496,"4,0","3,6","3,8","3,6","3,6","3,9"
Ninja Marketing & Client,Ninja Marketing & Client - 92400 Courbevoie - Indeed.fr,Visiblee,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data scientist H/F,Data scientist H/F - Paris (75) - Indeed.fr,Konekt,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alternance - Data Scientist,Alternance - Data Scientist - Puteaux (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
CONSULTANT DATA (H/F),CONSULTANT DATA (H/F) - Paris (75) - Indeed.fr,ippon,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist (H/F),Data Scientist (H/F) - 75001 Paris 1er - Indeed.fr,KARAVEL PROMOVACANCES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Data Geek (F/H),Consultant Data Geek (F/H) - Paris (75) - Indeed.fr,OCTO Technology,OCTO Technology,5,"5,0","5,0","4,6","4,6","5,0","5,0"
Data Scientist H/F,Data Scientist H/F - Paris (75) - Indeed.fr,CybelAngel,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Product Manager H/F - DATA SCIENTIST,Product Manager H/F - DATA SCIENTIST - Neuilly-sur-Seine (92) - Indeed.fr,Dynacentrix,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Big Data Kaizen Data – La Défense,Consultant Big Data Kaizen Data – La Défense - La Défense (92) - Indeed.fr,Kaizen Data,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Senior Data Scientist,Senior Data Scientist - Paris (75) - Indeed.fr,fifty-five,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Digital Source,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist H/F,Data Scientist H/F - Paris (75) - Indeed.fr,CGI,CGI Group,2,"3,7","3,7","3,5","3,3","3,3","3,5"
Graduate Program - Data Analyst en santé (F/H),Graduate Program - Data Analyst en santé (F/H) - Nanterre (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
DATA SCIENTIST - H/F,DATA SCIENTIST - H/F - Paris (75) - Indeed.fr,La Banque de France,Banque de France,127,"4,1","4,1","3,9","4,0","3,7","3,9"
CRM data Analyst Manager,CRM data Analyst Manager - Hauts-de-Seine - Indeed.fr,AccorHotels,AccorHotels,2,"4,1","3,8","3,6","3,7","3,7","3,9"
Lead Data Scientist (H/F) - CDI Paris,Lead Data Scientist (H/F) - CDI Paris - Paris (75) - Indeed.fr,Kapten (ex-Chauffeur Privé),,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Data Analytics (H/F),Consultant Data Analytics (H/F) - Paris (75) - Indeed.fr,Azeo Talents & Technology,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur en Analyse de Données (Data Scientist) H/F,Ingénieur en Analyse de Données (Data Scientist) H/F - Magny-les-Hameaux (78) - Indeed.fr,Safran,Safran,1,"4,0","4,0","3,9","3,6","3,6","3,8"
DATA SCIENTIST F/H,DATA SCIENTIST F/H - Paris 8e (75) - Indeed.fr,SANTIANE,Santiane.fr,28,"3,3","3,1","3,4","3,2","3,2","3,2"
ST - BAC+4 - Data Scientist Value Management - Direction Digital & Voitures Connectées H/F,ST - BAC+4 - Data Scientist Value Management - Direction Digital & Voitures Connectées H/F - Le Plessis-Robinson (92) - Indeed.fr,Renault,Renault,3,"4,0","3,9","3,7","3,5","3,6","3,8"
Data Product Manager H/F,Data Product Manager H/F - Paris (75) - Indeed.fr,malakoff médéric humanis,malakoff médéric humanis,78,"3,8","4,0","3,7","3,0","3,2","3,7"
Lead Data Scientist (H/F) - CDI Paris,Lead Data Scientist (H/F) - CDI Paris - Paris (75) - Indeed.fr,Kapten,KAPTEN,4,"4,0","3,5","3,3","3,8","4,0","4,8"
data scientist maintenance prédictive secteur défense,data scientist maintenance prédictive secteur défense - Paris (75) - Indeed.fr,MP DATA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris 13e (75) - Indeed.fr,Vekia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Drivy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist H/F,Data Scientist H/F - Paris (75) - Indeed.fr,KONEKT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Data Scientist H/F (Paris),Consultant Data Scientist H/F (Paris) - Paris (75) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Graduate Program - Data Scientist Big Data (F/H),Graduate Program - Data Scientist Big Data (F/H) - Nanterre (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
DATA SCIENTIST pour le Data Lab IGAD-(H/F),DATA SCIENTIST pour le Data Lab IGAD-(H/F) - La Défense (92) - Indeed.fr,Société Générale,Société Générale,2,"3,9","3,8","3,6","3,6","3,5","3,7"
Consultant Data Scientist H/F,Consultant Data Scientist H/F - Paris (75) - Indeed.fr,Wavestone,Wavestone,14,"3,9","3,7","4,0","4,0","3,6","4,0"
Manager Data Scientist,Manager Data Scientist - Paris (75) - Indeed.fr,Capital Management Fund,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Product Manager H/F,Data Product Manager H/F - Paris (75) - Indeed.fr,malakoff médéric humanis,malakoff médéric humanis,78,"3,8","4,0","3,7","3,0","3,2","3,7"
Consultant/ Manager Data Science,Consultant/ Manager Data Science - Paris (75) - Indeed.fr,Solantis - Consulting Agency,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Drivy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage Chef de Projets Data,Stage Chef de Projets Data - 75009 Paris 9e - Indeed.fr,Numberly,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lead Data Scientist (H/F) - CDI Paris,Lead Data Scientist (H/F) - CDI Paris - Paris (75) - Indeed.fr,Kapten,KAPTEN,4,"4,0","3,5","3,3","3,8","4,0","4,8"
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Digital Source,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDI - Lead Data Analyst (H/F),CDI - Lead Data Analyst (H/F) - 75009 Paris 9e - Indeed.fr,Younited Credit,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data scientist H/F,Data scientist H/F - Paris (75) - Indeed.fr,Konekt,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Warehouse Developer,Data Warehouse Developer - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
Data Manager,Data Manager - Paris (75) - Indeed.fr,AID intelligence to Data,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist Developer/ Data Engineer,Data Scientist Developer/ Data Engineer - Paris (75) - Indeed.fr,IQVIA,IQVIA,193,"3,7","3,7","3,6","3,4","3,3","3,5"
Consultant Big Data H/F,Consultant Big Data H/F - Paris (75) - Indeed.fr,Logware,LOGWARE,4,"4,3","4,7","4,0","4,3","4,3","4,3"
INGÉNIEURS BIG DATA,INGÉNIEURS BIG DATA - Montreuil (93) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
CONSULTANT DATA SCIENTIST H/F,CONSULTANT DATA SCIENTIST H/F - Neuilly-sur-Seine (92) - Indeed.fr,Beezen,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,DATATORII,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dashboard developer Paris / Freelance,Dashboard developer Paris / Freelance - Paris (75) - Indeed.fr,K2 Partnering Solutions Ltd,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chef de Projets Data,Chef de Projets Data - Paris (75) - Indeed.fr,L'AgenceRP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist [CDI],Data Scientist [CDI] - Paris (75) - Indeed.fr,Cardiologs,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Digital Source,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Marketing Scientist H/F,Data Marketing Scientist H/F - Suresnes (92) - Indeed.fr,GfK,GfK,399,"3,7","3,7","3,3","3,0","3,3","3,4"
Data Engineer,Data Engineer - Paris 16e (75) - Indeed.fr,onepoint,ONEPOINT,2,"4,0","4,0","3,5","3,5","4,0","4,5"
Lead Data Engineer H/F,Lead Data Engineer H/F - Paris (75) - Indeed.fr,Back Market,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Engineer BI F/H,Data Engineer BI F/H - Paris (75) - Indeed.fr,Happn,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - 94250 Gentilly - Indeed.fr,Silex,Silex,6,"4,2","4,0","3,6","3,2","3,4","3,0"
DATA SCIENTIST F/H,DATA SCIENTIST F/H - Fontenay-sous-Bois (94) - Indeed.fr,CONSORT INFOGERANCE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist Assurances Collectives (F/H),Data Scientist Assurances Collectives (F/H) - Nanterre (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Senior Data Scientist (H/F) – CDI,Senior Data Scientist (H/F) – CDI - Boulogne-Billancourt (92) - Indeed.fr,HILTI,HILTI,666,"4,0","3,7","3,6","3,5","3,4","4,0"
Ingénieur Data Scientist F/H,Ingénieur Data Scientist F/H - Paris 1er (75) - Indeed.fr,Hipip IN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Economic and Financial Data Analyst - (F/H) - Internship,Economic and Financial Data Analyst - (F/H) - Internship - Paris (75) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
CDI - Lead Data Analyst (H/F),CDI - Lead Data Analyst (H/F) - 75009 Paris 9e - Indeed.fr,Younited Credit,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Big Data,Consultant Big Data - Paris (75) - Indeed.fr,intm groupe,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Drivy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data scientist senior F/H,Data scientist senior F/H - Suresnes (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Optimization Senior Research Scientist,Optimization Senior Research Scientist - Palaiseau (91) - Indeed.fr,Total,Total,1,"3,9","3,7","3,6","3,4","3,5","3,6"
Head of data science,Head of data science - Charenton-le-Pont (94) - Indeed.fr,Compte Nickel,Compte Nickel,13,"3,6","3,8","2,8","3,6","3,8","3,7"
Architecte de Service - Data Scientist (H/F),Architecte de Service - Data Scientist (H/F) - Gennevilliers (92) - Indeed.fr,Thales Group,Thales,1,"4,0","4,0","4,0","3,5","3,5","3,8"
"Data Scientist, EU Amazon Vendor Services","Data Scientist, EU Amazon Vendor Services - Paris (75) - Indeed.fr",Amazon EU SARL (FR),Amazon.com,31,"3,6","3,3","3,7","3,2","3,2","3,4"
Data Engineer / ML Engineer (H/F),Data Engineer / ML Engineer (H/F) - Paris (75) - Indeed.fr,OUI.sncf,OUI.sncf,7,"3,4","3,9","3,4","3,6","2,6","3,3"
Senior Data Engineer (H/F) – CDI,Senior Data Engineer (H/F) – CDI - Boulogne-Billancourt (92) - Indeed.fr,HILTI,HILTI,666,"4,0","3,7","3,6","3,5","3,4","4,0"
[Finance] Data Scientist (H/F),[Finance] Data Scientist (H/F) - Paris (75) - Indeed.fr,Meritis Finance,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Science Director,Data Science Director - Paris (75) - Indeed.fr,Gameloft,Gameloft,67,"3,8","3,8","3,2","3,0","3,2","3,5"
Consultant BI,Consultant BI - 75002 Paris 2e - Indeed.fr,Beasy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Associate scientist - Immunology,Associate scientist - Immunology - Paris (75) - Indeed.fr,HiFiBiO Therapeutics,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - 75008 Paris 8e - Indeed.fr,Bolden,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Digital Source,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Head of Data science,Head of Data science - Charenton-le-Pont (94) - Indeed.fr,Nickel,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDI - Resp. Technique Service Digitalisation H/F,CDI - Resp. Technique Service Digitalisation H/F - Paris - Indeed.fr,General Electric,GE Corporate,6,"4,1","3,9","3,9","3,5","3,6","3,9"
Data architecte (F/H),Data architecte (F/H) - Paris (75) - Indeed.fr,Zenika,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Head of Data Analytics H/F,Head of Data Analytics H/F - Paris (75) - Indeed.fr,Crédit mutuel Arkéa,Crédit Mutuel,422,"4,0","3,9","3,7","3,6","3,5","3,8"
Senior Data Scientist,Senior Data Scientist - Paris (75) - Indeed.fr,fifty-five,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Senior Data Scientist,Senior Data Scientist - Boulogne-Billancourt (92) - Indeed.fr,HILTI,HILTI,666,"4,0","3,7","3,6","3,5","3,4","4,0"
"Research Software Engineer, Uber Elevate Advanced Technology Center","Research Software Engineer, Uber Elevate Advanced Technology Center - Paris (75) - Indeed.fr",Uber,Uber,531,"3,8","3,8","3,4","3,0","3,4","3,7"
Head of Data Analytics H/F,Head of Data Analytics H/F - Paris (75) - Indeed.fr,Leasecom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Head of Data Science,Head of Data Science - Paris (75) - Indeed.fr,Botify,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist H/F,Data Scientist H/F - Paris (75) - Indeed.fr,Sophia Engineering,SOPHIA ENGINEERING,6,"4,3","4,2","3,7","4,0","4,2","4,5"
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,CAPFI,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Senior Data Scientist,Senior Data Scientist - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Digital Source,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist (H/F),Data Scientist (H/F) - Paris (75) - Indeed.fr,MFG Labs,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Research Scientist - Safety of programs and software systems,Research Scientist - Safety of programs and software systems - Paris (75) - Indeed.fr,Uber,Uber,531,"3,8","3,8","3,4","3,0","3,4","3,7"
Software Engineer H/F (CDI),Software Engineer H/F (CDI) - 75009 Paris 9e - Indeed.fr,Kayrros,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Software Engineer – Machine Learning Platform,Software Engineer – Machine Learning Platform - Paris (75) - Indeed.fr,Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Data scientist / Freelance,Data scientist / Freelance - Paris (75) - Indeed.fr,Jefferson Frank,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Senior Data Scientist,Senior Data Scientist - Paris (75) - Indeed.fr,Dathena,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Data Scientist, Paris office","Data Scientist, Paris office - 75001 Paris 1er - Indeed.fr",Synthesio,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Post-Doctoral Research Visit F/M [Campagne post-doctorants 2019/CRI PARIS] - Automatic detection of atypical hippocampal development from MRI using deep learning,Post-Doctoral Research Visit F/M [Campagne post-doctorants 2019/CRI PARIS] - Automatic detection of atypical hippocampal development from MRI using deep learning - Paris (75) - Indeed.fr,Inria,Inria,45,"4,0","4,2","3,3","3,4","3,5","3,7"
Data Engineer (H/F),Data Engineer (H/F) - Paris (75) - Indeed.fr,AgoraPulse,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Architecte Revit (F/H),Architecte Revit (F/H) - Paris 5e (75) - Indeed.fr,TIM,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Social Data Analyst,Social Data Analyst - Paris (75) - Indeed.fr,FunFacts,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist (H/F),Data Scientist (H/F) - Paris (75) - Indeed.fr,Vekia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Drivy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Warehouse Developer,Data Warehouse Developer - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
"Software Engineer – Machine Learning Platform, Engineering - Software Development","Software Engineer – Machine Learning Platform, Engineering - Software Development - Paris (75) - Indeed.fr",Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Machine Learning Development Lead - Recommender System,Machine Learning Development Lead - Recommender System - Paris (75) - Indeed.fr,Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Data Engineer (M/F),Data Engineer (M/F) - Paris (75) - Indeed.fr,Voodoo,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Spark Machine Learning Engineer,Spark Machine Learning Engineer - Paris (75) - Indeed.fr,Tinyclues,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur Machine Learning / Big Data (F/H),Ingénieur Machine Learning / Big Data (F/H) - La Défense (92) - Indeed.fr,Triskell Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Machine Learning Experts(s)- Intelligent Algorithms,Machine Learning Experts(s)- Intelligent Algorithms - Paris (75) - Indeed.fr,MOTION-ISE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Machine Learning Engineer - FR,Machine Learning Engineer - FR - Paris (75) - Indeed.fr,Liftoff,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lead Data Engineer,Lead Data Engineer - Paris (75) - Indeed.fr,Drivy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Engineer,Data Engineer - Paris (75) - Indeed.fr,L'AgenceRP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data scientist,Data scientist - Paris (75) - Indeed.fr,FABDEV,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,TINYCLUES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Warehouse Developer,Data Warehouse Developer - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
Data scientist orienté(e) recherche en machine learning (H/F),Data scientist orienté(e) recherche en machine learning (H/F) - Palaiseau (91) - Indeed.fr,Thales Group,Thales,1,"4,0","4,0","4,0","3,5","3,5","3,8"
Machine Learning Engineer,Machine Learning Engineer - Paris (75) - Indeed.fr,Allegorithmic,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lead Android Developer (H/F) - CDI Paris #Kotlin,Lead Android Developer (H/F) - CDI Paris #Kotlin - Paris (75) - Indeed.fr,Kapten,KAPTEN,4,"4,0","3,5","3,3","3,8","4,0","4,8"
