Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
Data Scientist – Paris (75)-(H/F),Data Scientist – Paris (75)-(H/F) - Paris (75) - Indeed.fr,Crédit Du Nord,Groupe Crédit du Nord,125,"3,8","3,8","3,7","3,4","3,3","3,5"
Head of Data science,Head of Data science - Charenton-le-Pont (94) - Indeed.fr,Compte Nickel,Compte Nickel,13,"3,6","3,8","2,8","3,6","3,8","3,7"
Backend Developer - Data Engineer,Backend Developer - Data Engineer - Boulogne-Billancourt (92) - Indeed.fr,Sidetrade,Sidetrade,6,"3,5","2,8","2,4","3,0","2,4","3,2"
Chef de projet en efficacité energétique junior F/H,Chef de projet en efficacité energétique junior F/H - Paris 18e (75) - Indeed.fr,deepki,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CONSULTANT MANAGER EN MARKETING STRATEGIQUE H/F,CONSULTANT MANAGER EN MARKETING STRATEGIQUE H/F - Paris (75) - Indeed.fr,VALUEC Conseil,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Product Manager,Product Manager - Paris (75) - Indeed.fr,DEEPKI,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Saint-Denis (93) - Indeed.fr,HP Recruitment,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur BIG DATA F/H,Ingénieur BIG DATA F/H - Neuilly-sur-Seine (92) - Indeed.fr,DATS'UP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data scientist Aéronautique et défense F/H,Data scientist Aéronautique et défense F/H - Paris 6e (75) - Indeed.fr,MP DATA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Recruteur F/H,Data Recruteur F/H - Paris 9e (75) - Indeed.fr,SPARKLINE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Product Data Manager,Product Data Manager - Paris (75) - Indeed.fr,Doctolib,Doctolib,4,"4,0","3,0","3,5","3,8","4,0","3,3"
Data Project Manager,Data Project Manager - Paris (75) - Indeed.fr,The Adecco Group Corporate,The Adecco Group,96,"3,6","3,5","3,2","3,0","3,2","3,5"
Stage Chef de Projets Data,Stage Chef de Projets Data - 75009 Paris 9e - Indeed.fr,Numberly,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data scientist H/F,Data scientist H/F - Paris (75) - Indeed.fr,Konekt,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Head of data science,Head of data science - Charenton-le-Pont (94) - Indeed.fr,Compte Nickel,Compte Nickel,13,"3,6","3,8","2,8","3,6","3,8","3,7"
Head of Data science F/M,Head of Data science F/M - Paris (75) - Indeed.fr,Adomik,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Head of Data (H/F),Head of Data (H/F) - Paris (75) - Indeed.fr,Frichti,Frichti,16,"3,3","3,4","3,1","3,2","2,9","3,4"
Consultant Data Scientist F/H,Consultant Data Scientist F/H - Puteaux (92) - Indeed.fr,ALTRAN,Altran,309,"3,2","3,3","2,9","2,7","2,8","2,9"
Data Engineer F/H,Data Engineer F/H - Paris 8e (75) - Indeed.fr,E BIZNEXT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chef de projet Data Scientist F/H,Chef de projet Data Scientist F/H - 75015 Paris 15e - Indeed.fr,Orange,Orange,2,"4,1","4,0","3,8","3,6","3,7","3,9"
Actuaire / Data Scientist Tarification (F/H),Actuaire / Data Scientist Tarification (F/H) - Suresnes (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Consultant Data Engineer F/H,Consultant Data Engineer F/H - Puteaux (92) - Indeed.fr,ALTRAN,Altran,309,"3,2","3,3","2,9","2,7","2,8","2,9"
Data scientist / Data engineer prêt à développer le quotidien de demain H/F,Data scientist / Data engineer prêt à développer le quotidien de demain H/F - La Défense (92) - Indeed.fr,Mazars,Mazars,286,"3,8","3,4","3,4","3,5","3,3","3,6"
Data Engineer Internship,Data Engineer Internship - Paris (75) - Indeed.fr,Kpler,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chef de projet Big Data,Chef de projet Big Data - Paris 8e (75) - Indeed.fr,OPPCHAIN PARIS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Head of Growth,Head of Growth - Paris (75) - Indeed.fr,La Relève,La Relève,3,"4,7","4,0","4,5","4,0","4,0","4,0"
Data Scientist – Paris (75)-(H/F),Data Scientist – Paris (75)-(H/F) - Paris (75) - Indeed.fr,Crédit Du Nord,Groupe Crédit du Nord,125,"3,8","3,8","3,7","3,4","3,3","3,5"
Actuaire - Data scientist / Prime Auto H/F,Actuaire - Data scientist / Prime Auto H/F - Suresnes (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Actuaire Data Scientist IARD Entreprises (F/H),Actuaire Data Scientist IARD Entreprises (F/H) - Nanterre (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Graduate Program - Actuaire / Data scientist IARD Particuliers (F/H),Graduate Program - Actuaire / Data scientist IARD Particuliers (F/H) - La Défense (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Developer BI (M/F),Developer BI (M/F) - Marne-la-Vallée (77) - Indeed.fr,Disneyland Paris,Disneyland Paris,596,"4,0","3,7","3,5","3,7","3,6","4,2"
Data Engineer / Freelance,Data Engineer / Freelance - Hauts-de-Seine - Indeed.fr,Celexio,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist H/F,Data Scientist H/F - Courbevoie (92) - Indeed.fr,Talentissim,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Docteur Junior R&D (H/F) - Data Scientist - DPH-DTS,Docteur Junior R&D (H/F) - Data Scientist - DPH-DTS - Paris (75) - Indeed.fr,RD2 CONSEIL,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DATA SCIENTIST,DATA SCIENTIST - Paris (75) - Indeed.fr,Harnham,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Engineer / Data Scientist F/H,Data Engineer / Data Scientist F/H - Versailles (78) - Indeed.fr,NEXTER SYSTEMS,Nexter,40,"4,3","4,4","4,0","3,7","4,1","4,2"
DATA Science/Architecture - Paris - Projet FROM SCRATCH / Freelance,DATA Science/Architecture - Paris - Projet FROM SCRATCH / Freelance - Paris (75) - Indeed.fr,Eurostaff group SAS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist Risque de Crédit H/F,Data Scientist Risque de Crédit H/F - Montrouge (92) - Indeed.fr,CA CIB FRANCE,Ca Cib France,11,"3,5","3,3","3,3","3,5","3,5","3,4"
INGENIEUR ANALYSTE D'EXPLOITATION - CHEOPS (F/H),INGENIEUR ANALYSTE D'EXPLOITATION - CHEOPS (F/H) - Paris 12e (75) - Indeed.fr,Ministère de l'intérieur - DSIC,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur BI (H/F),Développeur BI (H/F) - Marne-la-Vallée (77) - Indeed.fr,Disneyland Paris,Disneyland Paris,596,"4,0","3,7","3,5","3,7","3,6","4,2"
Junior Front-End Developer (H/F),Junior Front-End Developer (H/F) - Rungis (94) - Indeed.fr,Thales Group,Thales,1,"4,0","4,0","4,0","3,5","3,5","3,8"
Ingénieur(e) Java / Big Data (H/F),Ingénieur(e) Java / Big Data (H/F) - Vélizy-Villacoublay (78) - Indeed.fr,Thales Group,Thales,1,"4,0","4,0","4,0","3,5","3,5","3,8"
Backend Developer - Data Engineer,Backend Developer - Data Engineer - Boulogne-Billancourt (92) - Indeed.fr,Sidetrade,Sidetrade,6,"3,5","2,8","2,4","3,0","2,4","3,2"
Data analyst junior / Freelance,Data analyst junior / Freelance - Aubervilliers (93) - Indeed.fr,Thiveo,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Développeur Web front et back end / API, Data consultant,","Développeur Web front et back end / API, Data consultant, - Paris (75) - Indeed.fr",THE GAMIST,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Big Data (H/F),Développeur Big Data (H/F) - Vélizy-Villacoublay (78) - Indeed.fr,Thales Group,Thales,1,"4,0","4,0","4,0","3,5","3,5","3,8"
Développeur MS BI (H/F),Développeur MS BI (H/F) - Paris (75) - Indeed.fr,promovacances.com,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Docteur Data Scientist F/H,Docteur Data Scientist F/H - Courbevoie (92) - Indeed.fr,KAIZEN DATA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Product Owner - Computational Law (F/M) - Paris,Product Owner - Computational Law (F/M) - Paris - Paris (75) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Lead Fullstack Developer (H/F) - CDI Paris,Lead Fullstack Developer (H/F) - CDI Paris - Paris (75) - Indeed.fr,Kapten,KAPTEN,4,"4,0","3,5","3,3","3,8","4,0","4,8"
Data Scientist Junior – H/F – Stage / CDI,Data Scientist Junior – H/F – Stage / CDI - Paris (75) - Indeed.fr,Young App,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Responsable Projets et évolutions du Datawarehouse-Paris-(H/F),Responsable Projets et évolutions du Datawarehouse-Paris-(H/F) - Paris (75) - Indeed.fr,CREDIT DU NORD,Groupe Crédit du Nord,125,"3,8","3,8","3,7","3,4","3,3","3,5"
Backend Developer - Data Engineer,Backend Developer - Data Engineer - Boulogne-Billancourt (92) - Indeed.fr,Sidetrade,Sidetrade,6,"3,5","2,8","2,4","3,0","2,4","3,2"
Web Analyst (M/F),Web Analyst (M/F) - Marne-la-Vallée (77) - Indeed.fr,Disneyland Paris,Disneyland Paris,596,"4,0","3,7","3,5","3,7","3,6","4,2"
Développeur(se) Front-End CDI,Développeur(se) Front-End CDI - Paris (75) - Indeed.fr,IMPALA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Analyste - Data Scientist AMO / BIG DATA PN F/H,Business Analyste - Data Scientist AMO / BIG DATA PN F/H - Roissy-en-France (95) - Indeed.fr,XLM SERVICES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur BIG DATA F/H,Ingénieur BIG DATA F/H - Puteaux (92) - Indeed.fr,EVERSA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist,Data Scientist - Saint-Denis (93) - Indeed.fr,HP Recruitment,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist SS2I H/F,Data Scientist SS2I H/F - Courbevoie (92) - Indeed.fr,Best HR,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stagiaire Data Scientist Wanted ! h/f,Stagiaire Data Scientist Wanted ! h/f - Rungis (94) - Indeed.fr,Econocom,Econocom,84,"3,0","3,0","2,5","2,5","2,7","2,7"
STAGE Data Engineer / Data Scientist H/F,STAGE Data Engineer / Data Scientist H/F - Gennevilliers (92) - Indeed.fr,PRISMA MEDIA,PRISMA MEDIA,15,"4,0","4,1","3,7","3,3","3,7","3,9"
SRE (Site Reliability Engineer) / DevOps (H/F) - CDI Paris,SRE (Site Reliability Engineer) / DevOps (H/F) - CDI Paris - Paris (75) - Indeed.fr,Kapten (ex-Chauffeur Privé),,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dev Junior PHP Symphony,Dev Junior PHP Symphony - Paris (75) - Indeed.fr,rhopen,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
INGENIEUR ANALYSTE D'EXPLOITATION - CHEOPS (F/H),INGENIEUR ANALYSTE D'EXPLOITATION - CHEOPS (F/H) - Paris 12e (75) - Indeed.fr,Ministère de l'intérieur - DSIC,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste recette junior,Analyste recette junior - 92521 Neuilly-sur-Seine - Indeed.fr,Byron Group,BYRON GROUP,8,"2,8","2,3","3,3","2,8","3,2","3,0"
STAGE - Data Scientist - Representation Learning (H/F),STAGE - Data Scientist - Representation Learning (H/F) - Paris (75) - Indeed.fr,Dassault Systèmes,Dassault Systèmes,238,"4,1","4,1","3,8","3,6","3,5","3,9"
Stage : Data Scientist (H/F),Stage : Data Scientist (H/F) - Suresnes (92) - Indeed.fr,COYOTE,COYOTE,20,"3,4","3,5","3,0","2,7","2,7","3,1"
Analyste Web (H/F),Analyste Web (H/F) - Marne-la-Vallée (77) - Indeed.fr,Disneyland Paris,Disneyland Paris,595,"4,0","3,7","3,5","3,6","3,6","4,2"
Stage Data scientist (H/F),Stage Data scientist (H/F) - 92360 Meudon - Indeed.fr,Bouygues Telecom,Bouygues Telecom,522,"3,8","3,6","3,6","3,2","3,4","3,8"
DIGITAL - Stagiaire Data scientist - (F/H),DIGITAL - Stagiaire Data scientist - (F/H) - Paris (75) - Indeed.fr,Air Liquide,Air Liquide,1,"3,8","3,7","3,7","3,3","3,4","3,6"
Stage - Data Scientist dans l'audit des modèles de pricing,Stage - Data Scientist dans l'audit des modèles de pricing - Puteaux (92) - Indeed.fr,Société Générale,Société Générale,2,"3,9","3,8","3,6","3,6","3,5","3,7"
Développeur Front-End,Développeur Front-End - La Défense (92) - Indeed.fr,Datategy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist F/H- Stage 6 mois,Data Scientist F/H- Stage 6 mois - Nanterre (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Stage - Big Data Engineer (f/h),Stage - Big Data Engineer (f/h) - Paris (75) - Indeed.fr,Happn,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stagiaire Data Scientist Audit Analytics (FSI) (H/F),Stagiaire Data Scientist Audit Analytics (FSI) (H/F) - Paris (75) - Indeed.fr,Deloitte,Deloitte,7,"4,0","3,4","3,7","3,7","3,6","3,8"
Data Scientist,Data Scientist - Paris 13e (75) - Indeed.fr,Vekia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Web Analyst H/F,Web Analyst H/F - 92240 Malakoff - Indeed.fr,Edenred France,Edenred,198,"4,0","4,0","3,7","3,5","3,6","3,9"
Senior Data Software Data Engineer (F/H),Senior Data Software Data Engineer (F/H) - Paris (75) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Stage Machine Learning (H/F),Stage Machine Learning (H/F) - Paris (75) - Indeed.fr,OUI.sncf,OUI.sncf,7,"3,4","3,9","3,4","3,6","2,6","3,3"
Stage de fin d'études : Data Science / Machine learning H/F,Stage de fin d'études : Data Science / Machine learning H/F - Hauts-de-Seine - Indeed.fr,Direction Générale de la Gendarmerie Nationale (DGGN),,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analytics Researcher,Data Analytics Researcher - Nozay (91) - Indeed.fr,NOKIA,Nokia,4,"4,1","4,0","3,8","3,5","3,6","3,9"
Stage - Quant Lab - trading,Stage - Quant Lab - trading - Puteaux (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Stage Technology Transformation,Stage Technology Transformation - 92400 Courbevoie - Indeed.fr,KPMG,KPMG,5,"4,0","3,4","3,6","3,8","3,7","3,8"
Group Commercial Data Scientist - Stage,Group Commercial Data Scientist - Stage - Marly-le-Roi (78) - Indeed.fr,Lyreco,Lyreco,136,"3,7","3,4","3,5","3,5","3,3","3,5"
Stage : Consultant database et big data H/F,Stage : Consultant database et big data H/F - Paris (75) - Indeed.fr,CGI,CGI Group,2,"3,7","3,7","3,5","3,3","3,3","3,5"
Data Scientist – Traitement Automatique du Langage,Data Scientist – Traitement Automatique du Langage - Puteaux (92) - Indeed.fr,Puteaux (92),,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STAGE - Datascientist (H/F),STAGE - Datascientist (H/F) - Saint-Ouen (93) - Indeed.fr,ENGIE IT,ENGIE IT,2,"3,5","3,5","3,5","3,5","3,5","3,5"
Data Scientist - Sport,Data Scientist - Sport - Paris (75) - Indeed.fr,Sept Lieues,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage Data Science Paris,Stage Data Science Paris - Paris (75) - Indeed.fr,DELAIR TECH,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist H/F,Data Scientist H/F - Neuilly-sur-Seine (92) - Indeed.fr,JCDecaux FR,JCDecaux,222,"3,8","3,6","3,3","3,2","3,3","3,6"
Stage Chef de Projets Data,Stage Chef de Projets Data - 75009 Paris 9e - Indeed.fr,Numberly,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Engineer,Data Engineer - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
Data Scientist spé Machine Learning /Leader entertainment /Multiprojet,Data Scientist spé Machine Learning /Leader entertainment /Multiprojet - 75011 Paris 11e - Indeed.fr,Inteam - Recrutement digital,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Analytics Advisory- Applied Intelligence (H/F),Consultant Analytics Advisory- Applied Intelligence (H/F) - Paris (75) - Indeed.fr,Accenture,Accenture,15,"4,0","3,7","3,7","3,8","3,6","3,9"
Chargé d'études marketing F/H,Chargé d'études marketing F/H - 75011 Paris 11e - Indeed.fr,Socio Data Management,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Developer,Business Developer - Paris 9e (75) - Indeed.fr,Kayrros,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant(e) Transformation numérique - Médias/Entertainment H/F,Consultant(e) Transformation numérique - Médias/Entertainment H/F - Paris 8e (75) - Indeed.fr,Polyconseil,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant(e) data marketing confirmé H/F(),Consultant(e) data marketing confirmé H/F() - Levallois-Perret (92) - Indeed.fr,Webedia,WEBEDIA,26,"3,8","3,7","3,4","2,9","3,1","3,9"
Data Scientist / Data Economist – Economic Advisory (H/F),Data Scientist / Data Economist – Economic Advisory (H/F) - Paris (75) - Indeed.fr,Deloitte,Deloitte,7,"4,0","3,4","3,7","3,7","3,6","3,8"
Ingénieur Développeur IT H/F,Ingénieur Développeur IT H/F - Paris (75) - Indeed.fr,Sitowie,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Developer Intern,Business Developer Intern - 75009 Paris 9e - Indeed.fr,Kayrros,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage communication H/F,Stage communication H/F - 75020 Paris 20e - Indeed.fr,Atchoum Animations et Spectacles,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chef de projet Data Scientist F/H,Chef de projet Data Scientist F/H - 75015 Paris 15e - Indeed.fr,Orange,Orange,2,"4,1","4,0","3,8","3,6","3,7","3,9"
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Drivy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chargé(e) d’Etudes Statistiques,Chargé(e) d’Etudes Statistiques - Paris (75) - Indeed.fr,SOCIO DATA MANAGEMENT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur(e) Software Full-stack – Innovation numérique H/F,Ingénieur(e) Software Full-stack – Innovation numérique H/F - Paris 8e (75) - Indeed.fr,Polyconseil,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data scientist confirmé(e) H/F,Data scientist confirmé(e) H/F - 75017 Paris 17e - Indeed.fr,Orange,Orange,2,"4,1","4,0","3,8","3,6","3,7","3,9"
DevOps Engineer ️,DevOps Engineer ️ - Paris (75) - Indeed.fr,Doctrine,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DevOps CDI,DevOps CDI - Paris (75) - Indeed.fr,IMPALA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Python Technical Leader / Machine Learning Stack,Python Technical Leader / Machine Learning Stack - Paris (75) - Indeed.fr,Tinyclues,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Responsable de l'équipe ""Analyse de données et outillage"" pour la production infrastrucutures IT-(H/F)","Responsable de l'équipe ""Analyse de données et outillage"" pour la production infrastrucutures IT-(H/F) - Fontenay-sous-Bois (94) - Indeed.fr",Société Générale,Société Générale,2,"3,9","3,8","3,6","3,6","3,5","3,7"
Ingénieur(e) Big Data confirmé (H/F),Ingénieur(e) Big Data confirmé (H/F) - Vélizy-Villacoublay (78) - Indeed.fr,Thales Group,Thales,1,"4,0","4,0","4,0","3,5","3,5","3,8"
Jeune CTO C# .Net & Python | Startup moteur prédictif,Jeune CTO C# .Net & Python | Startup moteur prédictif - Paris (75) - Indeed.fr,In-Team,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant(e) Chef de projet – Innovation numérique H/F,Consultant(e) Chef de projet – Innovation numérique H/F - Paris 8e (75) - Indeed.fr,Polyconseil,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant - Transformation Digitale H/F,Consultant - Transformation Digitale H/F - Paris (75) - Indeed.fr,HABITAT & TERRITOIRES CONSEIL,L'Union Sociale Pour L'Habitat,8,"3,3","3,0","2,7","2,7","2,7","2,8"
Stage Chef de Projets Data,Stage Chef de Projets Data - 75009 Paris 9e - Indeed.fr,Numberly,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Developer / Ingénieur d’affaires Junior (F/H),Business Developer / Ingénieur d’affaires Junior (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,Digital Source,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Engineer,Data Engineer - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
Full Stack Engineer,Full Stack Engineer - Paris (75) - Indeed.fr,Dataiku,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Software Engineer Innovation - Fircosoft - Paris (F/M),Software Engineer Innovation - Fircosoft - Paris (F/M) - Paris (75) - Indeed.fr,Reed Business Information,Reed Business Information,64,"4,0","4,1","3,9","3,3","3,6","3,9"
Python Technical Leader / Machine Learning Stack,Python Technical Leader / Machine Learning Stack - Paris (75) - Indeed.fr,TINYCLUES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Innovation Software Engineer - Computational Law (F/M),Innovation Software Engineer - Computational Law (F/M) - Paris (75) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
DATA SCIENTIST | STARTUP SOLIDAIRE | PARIS INTRAMUROS,DATA SCIENTIST | STARTUP SOLIDAIRE | PARIS INTRAMUROS - Paris (75) - Indeed.fr,Urban Linker,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Team Leader Software - EVO-TML F/H,Team Leader Software - EVO-TML F/H - Paris 12e (75) - Indeed.fr,RD2 CONSEIL,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Full Stack Engineer,Full Stack Engineer - Paris (75) - Indeed.fr,Planet Expat,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Full-Stack Software Engineer,Full-Stack Software Engineer - Paris (75) - Indeed.fr,PycoGroup,PycoGroup,3,"4,7","3,5","4,5","5,0","4,5","4,5"
Data Ingénieur F/H,Data Ingénieur F/H - Paris (75) - Indeed.fr,Zenika,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DEVOPS,DEVOPS - Paris (75) - Indeed.fr,Ebiznext,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur BIG DATA F/H,Ingénieur BIG DATA F/H - Paris 8e (75) - Indeed.fr,BK SEARCH SARL,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Full Stack H/F,Développeur Full Stack H/F - Paris 15e (75) - Indeed.fr,Implicity,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Full Stack Developer,Full Stack Developer - Paris (75) - Indeed.fr,Dathena,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Full Stack (H/F),Développeur Full Stack (H/F) - 92120 Montrouge - Indeed.fr,Ability Shared,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DÉVELOPPEUR(EUSE) PYTHON F/H,DÉVELOPPEUR(EUSE) PYTHON F/H - Paris 18e (75) - Indeed.fr,DEEPKI,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur(se) Full Stack CDI,Développeur(se) Full Stack CDI - Paris (75) - Indeed.fr,IMPALA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Software Developer Full-stack H/F,Software Developer Full-stack H/F - Neuilly-sur-Seine (92) - Indeed.fr,JCDecaux FR,JCDecaux,222,"3,8","3,6","3,3","3,2","3,3","3,6"
Frontend Developer,Frontend Developer - Paris (75) - Indeed.fr,Doctrine,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur(euse),Développeur(euse) - Paris (75) - Indeed.fr,DEEPKI,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Team Leader Software - EVO-TML,Team Leader Software - EVO-TML - Paris (75) - Indeed.fr,RD2 CONSEIL,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FULL STACK WEB DATA VIZ-(H/F),FULL STACK WEB DATA VIZ-(H/F) - Fontenay-sous-Bois (94) - Indeed.fr,Société Générale,Société Générale,2,"3,9","3,8","3,6","3,6","3,5","3,7"
Machine Learning Engineer,Machine Learning Engineer - Paris (75) - Indeed.fr,UiPath,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Scala Software Engineer,Scala Software Engineer - Paris (75) - Indeed.fr,Teads,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Engineering Manager (F/H),Engineering Manager (F/H) - Paris (75) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Développeur·se Web Fullstack [CDI],Développeur·se Web Fullstack [CDI] - Paris (75) - Indeed.fr,Azerty Jobs,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Python Technical Leader / Machine Learning Stack,Python Technical Leader / Machine Learning Stack - Paris (75) - Indeed.fr,Tinyclues,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lead Android Developer (H/F) - CDI Paris #Kotlin,Lead Android Developer (H/F) - CDI Paris #Kotlin - Paris (75) - Indeed.fr,Kapten (ex-Chauffeur Privé),,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur(-euse),Développeur(-euse) - Levallois-Perret (92) - Indeed.fr,L'AgenceRP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur C# - IA et (réelle) BigData F/H,Développeur C# - IA et (réelle) BigData F/H - Paris 2e (75) - Indeed.fr,BLUECODERS,Bluecoders,4,"5,0","5,0","5,0","5,0","5,0","5,0"
Développeur·se Web Fullstack [CDI],Développeur·se Web Fullstack [CDI] - 75020 Paris 20e - Indeed.fr,La mètis,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ARCHITECTE DATA H/F,ARCHITECTE DATA H/F - Montreuil (93) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
JavaScript Fullstack Developer,JavaScript Fullstack Developer - Paris (75) - Indeed.fr,PrestaShop,PRESTASHOP,11,"4,1","4,0","3,2","3,4","3,3","4,4"
Lead Data Scientist Senior F/H,Lead Data Scientist Senior F/H - Paris 13e (75) - Indeed.fr,SKILL HUNTER,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist - Publicité,Data Scientist - Publicité - Paris (75) - Indeed.fr,Sept Lieues,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Python Technical Leader / Machine Learning Stack,Python Technical Leader / Machine Learning Stack - Paris (75) - Indeed.fr,TINYCLUES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
