Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
Business Manager F/H,Business Manager F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Responsable Support Process SI Finance (H/F),Responsable Support Process SI Finance (H/F) - Bordeaux (33) - Indeed.fr,Thales Group,Thales,1,"4,0","4,0","4,0","3,5","3,5","3,8"
Marchand / Trader de tourteaux tournesol/colza/soja (H/F),Marchand / Trader de tourteaux tournesol/colza/soja (H/F) - Nantes (44) - Indeed.fr,Cargill,Cargill,3,"3,9","3,6","3,9","3,5","3,5","3,7"
ALTERNANCE 2019 - Chargé de Transformation digitale (H/F),ALTERNANCE 2019 - Chargé de Transformation digitale (H/F) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Stage IT Risk Consulting,Stage IT Risk Consulting - Bordeaux (33) - Indeed.fr,KPMG,KPMG,5,"4,0","3,4","3,6","3,8","3,7","3,8"
BID MANAGER F/H,BID MANAGER F/H - Saint-Herblain (44) - Indeed.fr,UMANIS,Umanis,28,"3,0","2,9","2,4","2,6","2,7","2,8"
Data Scientist H/F,Data Scientist H/F - Toulouse (31) - Indeed.fr,Assystem,Assystem,165,"3,3","3,3","2,9","2,9","2,8","3,2"
Marketing Segment Manager F/H,Marketing Segment Manager F/H - Nantes (44) - Indeed.fr,CADR AVENIR,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CONSULTANT TECHNIQUE ABAP SAP - BORDEAUX F/H,CONSULTANT TECHNIQUE ABAP SAP - BORDEAUX F/H - Bordeaux (33) - Indeed.fr,AUGUSTA REEVES GROUP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BUSINESS DEVELOPER CONQUÊTE CYBERSÉCURITÉ / COMMERCIAL SENIOR- PARIS (H/F),BUSINESS DEVELOPER CONQUÊTE CYBERSÉCURITÉ / COMMERCIAL SENIOR- PARIS (H/F) - Nantes (44) - Indeed.fr,DIGITEMIS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Artificial Intelligence Research Scientist m/f,Artificial Intelligence Research Scientist m/f - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
BOUCHERON Sales Supervisor,BOUCHERON Sales Supervisor - Macau (33) - Indeed.fr,Groupe Kering,Kering,36,"3,5","3,4","3,1","2,8","3,1","3,1"
Ingénieur d'affaires H/F (Nantes),Ingénieur d'affaires H/F (Nantes) - Nantes (44) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Data Scientist stagiaire F/H,Data Scientist stagiaire F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage Data Visualization,Stage Data Visualization - 31500 Toulouse - Indeed.fr,AOSIS CONSULTING,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chatbot Manager (stage),Chatbot Manager (stage) - Bègles (33) - Indeed.fr,Askovet,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDI - Ingénieur(e) Estimation des coûts - Optimisation des marges H/F,CDI - Ingénieur(e) Estimation des coûts - Optimisation des marges H/F - Nantes (44) - Indeed.fr,General Electric,GE Corporate,6,"4,1","3,9","3,9","3,5","3,6","3,9"
développeur .net,développeur .net - Nouvelle-Aquitaine - Indeed.fr,Strateos,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Senior Technology Transformation,Senior Technology Transformation - Toulouse (31) - Indeed.fr,KPMG,KPMG,5,"4,0","3,4","3,6","3,8","3,7","3,8"
Consultant Technico-Fonctionnel SAP NANTES (H/F),Consultant Technico-Fonctionnel SAP NANTES (H/F) - Nantes (44) - Indeed.fr,Augusta Reeves,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
consultant informatique BI - Bordeaux - F/H,consultant informatique BI - Bordeaux - F/H - Bordeaux (33) - Indeed.fr,TECH VALLEY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant fonctionnel,Consultant fonctionnel - Nantes (44) - Indeed.fr,HETIC 3,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Courtier en prêt immobilier H/F,Courtier en prêt immobilier H/F - Mérignac (33) - Indeed.fr,Aura Finance -,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sales Enablement Content Manager,Sales Enablement Content Manager - Labège (31) - Indeed.fr,Sierra Wireless,Sierra Wireless,28,"3,8","3,7","3,6","3,1","3,5","3,5"
CONSULTANT SAP ABAP NANTES F/H,CONSULTANT SAP ABAP NANTES F/H - Nantes (44) - Indeed.fr,FK CONSEIL,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DataMiner,DataMiner - Bordeaux (33) - Indeed.fr,National Pen,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst,Data Analyst - Toulouse (31) - Indeed.fr,Sigfox,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant en Management des SI H/F,Consultant en Management des SI H/F - Nantes (44) - Indeed.fr,Alan Allman Associates,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Talend H/F (Toulouse),Consultant Talend H/F (Toulouse) - Toulouse (31) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Formateur National H/F,Formateur National H/F - France - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Ground Earth Observation Digital System-Industrial Manager (m/f),Ground Earth Observation Digital System-Industrial Manager (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Ingénieur Commercial H/F,Ingénieur Commercial H/F - Saint-Sébastien-sur-Loire (44) - Indeed.fr,Arpege,ARPEGE,3,"3,7","4,3","3,3","3,3","3,3","3,0"
Consltant MS BI F/H,Consltant MS BI F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Microsoft BI Practice Lead,Microsoft BI Practice Lead - France - Indeed.fr,Nigel Frank International Limited,Nigel Frank International,45,"2,9","1,9","2,8","2,5","2,9","3,2"
développeur .net,développeur .net - Nouvelle-Aquitaine - Indeed.fr,Strateos,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Responsable Business Intelligence H/F,Responsable Business Intelligence H/F - Toulouse (31) - Indeed.fr,Open,Open,89,"3,7","3,8","3,2","3,4","3,4","3,6"
CDI - Responsable EHS Offshore Wind H/F m/w/d,CDI - Responsable EHS Offshore Wind H/F m/w/d - Nantes (44) - Indeed.fr,General Electric,GE Corporate,6,"4,1","3,9","3,9","3,5","3,6","3,9"
consultant informatique BI - Bordeaux - F/H,consultant informatique BI - Bordeaux - F/H - Bordeaux (33) - Indeed.fr,TECH VALLEY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Gestion de Projets IT en POEI 31,Consultant Gestion de Projets IT en POEI 31 - Toulouse (31) - Indeed.fr,IB FORMATION,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage développeur Big Data,Stage développeur Big Data - Toulouse (31) - Indeed.fr,Paarly,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Formateur National H/F,Formateur National H/F - France - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
DataMiner,DataMiner - Bordeaux (33) - Indeed.fr,National Pen,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Formateur National H/F,Formateur National H/F - France - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Courtier en prêt immobilier H/F,Courtier en prêt immobilier H/F - Lormont (33) - Indeed.fr,Aura Finance,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage Chargé Web Marketing,Stage Chargé Web Marketing - 33300 Bordeaux - Indeed.fr,CibleR SAS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur développement en logiciel C++ H/F,Ingénieur développement en logiciel C++ H/F - Nantes (44) - Indeed.fr,Assystem,Assystem,165,"3,3","3,3","2,9","2,9","2,8","3,2"
Consultant BI F/H,Consultant BI F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage Marketing Digital,Stage Marketing Digital - Bordeaux (33) - Indeed.fr,Weenove,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Manager F/H,Business Manager F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consltant MS BI F/H,Consltant MS BI F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"COORDINATEUR HSE, GESTION DES RISQUES ET ASSURANCE FRANCE","COORDINATEUR HSE, GESTION DES RISQUES ET ASSURANCE FRANCE - Nantes (44) - Indeed.fr",Eurofins France,Eurofins,739,"3,2","3,3","2,8","2,7","2,7","3,0"
Développeur BI SQL H/F,Développeur BI SQL H/F - Gironde - Indeed.fr,HAYS,Hays,664,"3,6","3,4","3,3","2,9","3,3","3,4"
STAGE - Assistant(e) Culture Skippeuse (H/F),STAGE - Assistant(e) Culture Skippeuse (H/F) - 44200 Nantes - Indeed.fr,EP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gameplay Programmer France,Gameplay Programmer France - Bordeaux (33) - Indeed.fr,Creative Personnel,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Outside Sales Representative,Outside Sales Representative - 31300 Toulouse - Indeed.fr,Honeywell,Honeywell,7,"3,8","3,6","3,6","3,3","3,4","3,6"
Stage-Ingénieur Développement - Pau (H/F),Stage-Ingénieur Développement - Pau (H/F) - Nouvelle-Aquitaine - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Account Manager H/F (Toulouse),Account Manager H/F (Toulouse) - Toulouse (31) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
CDD Ingénieur(e) Offres Service&Maintenance/Service Tender Engineer HF,CDD Ingénieur(e) Offres Service&Maintenance/Service Tender Engineer HF - Nantes (44) - Indeed.fr,General Electric,GE Corporate,6,"4,1","3,9","3,9","3,5","3,6","3,9"
Consultant MOA IARD F/H NIORT,Consultant MOA IARD F/H NIORT - Nouvelle-Aquitaine - Indeed.fr,Umanis,Umanis,28,"3,0","2,9","2,4","2,6","2,7","2,8"
Business Development Manager Europe,Business Development Manager Europe - Nantes (44) - Indeed.fr,Perspektiv Recruiting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Services Sales Director-Europe & CIS (m/f),Services Sales Director-Europe & CIS (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
CONSULTANT BIG DATA F/H NIORT,CONSULTANT BIG DATA F/H NIORT - Nouvelle-Aquitaine - Indeed.fr,Umanis,Umanis,28,"3,0","2,9","2,4","2,6","2,7","2,8"
Ingénieur test et validation logiciel H/F,Ingénieur test et validation logiciel H/F - Nantes (44) - Indeed.fr,Assystem,Assystem,165,"3,3","3,3","2,9","2,9","2,8","3,2"
Consultant Expert Talend H/F (Toulouse),Consultant Expert Talend H/F (Toulouse) - Toulouse (31) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Consultant Big Data H/F,Consultant Big Data H/F - Nantes (44) - Indeed.fr,Alan Allman Associates,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Concepteur Développeur Décisionnel Junior H (H/F),Concepteur Développeur Décisionnel Junior H (H/F) - 33000 Bordeaux - Indeed.fr,Page Personnel,Page Personnel,168,"2,7","2,6","2,8","2,5","2,5","2,7"
Consultant en Management des SI H/F,Consultant en Management des SI H/F - Nantes (44) - Indeed.fr,Alan Allman Associates,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage,Stage - Toulouse (31) - Indeed.fr,KPMG,KPMG,5,"4,0","3,4","3,6","3,8","3,7","3,8"
Chef de projet (H/F),Chef de projet (H/F) - 44100 Nantes - Indeed.fr,LMWR,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Manager opérationnel BI H/F (Toulouse),Manager opérationnel BI H/F (Toulouse) - Toulouse (31) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Directeur d'agence - Leasing 44 H/F,Directeur d'agence - Leasing 44 H/F - Nantes (44) - Indeed.fr,Co-efficience,CO-EFFICIENCE,2,"4,0","3,5","3,5","4,0","4,0","4,5"
Business Development Lead,Business Development Lead - Toulouse (31) - Indeed.fr,FAT & Associés,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Expert SQL BI H/F,Expert SQL BI H/F - Toulouse (31) - Indeed.fr,ACTIVUS Group,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Commercial Business Developer (H/F),Commercial Business Developer (H/F) - 44000 Nantes - Indeed.fr,Manpower,Manpower,14,"3,8","3,7","3,3","3,2","3,5","3,6"
Earth Observation Mission & System engineer (m/f),Earth Observation Mission & System engineer (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Développeur Android iOS React Junior F/H,Développeur Android iOS React Junior F/H - Nantes (44) - Indeed.fr,DTA INGENIERIE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IT Product Manager Test & Delivery (m/f),IT Product Manager Test & Delivery (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Leader BI & Big Data F/H,Leader BI & Big Data F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Gestion de Projets IT en POEI 31,Consultant Gestion de Projets IT en POEI 31 - Toulouse (31) - Indeed.fr,IB FORMATION,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur qualification F/H,Ingénieur qualification F/H - Nantes (44) - Indeed.fr,Orange,Orange,2,"4,1","4,0","3,8","3,6","3,7","3,9"
AMOA Banque H/F,AMOA Banque H/F - Nantes (44) - Indeed.fr,Alan Allman Associates,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chef de projet MOA Banque / Assurance,Chef de projet MOA Banque / Assurance - Nantes (44) - Indeed.fr,Alan Allman Associates,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Responsable Business Intelligence H/F,Responsable Business Intelligence H/F - Toulouse (31) - Indeed.fr,Open,Open,89,"3,7","3,8","3,2","3,4","3,4","3,6"
Data scientist - Nantes centre ville H/F,Data scientist - Nantes centre ville H/F - Nantes (44) - Indeed.fr,EXTERNATIC,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage développeur Big Data,Stage développeur Big Data - Toulouse (31) - Indeed.fr,Paarly,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur d'Affaires Junior H/F,Ingénieur d'Affaires Junior H/F - Saint-Herblain (44) - Indeed.fr,Scalian,Scalian,10,"2,9","3,2","2,3","1,9","2,0","2,8"
Formateur National H/F,Formateur National H/F - France - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Chargé(e) de communication digitale (H/F),Chargé(e) de communication digitale (H/F) - Nantes (44) - Indeed.fr,Inlead,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage - Ingénieur Big Data-Business Intelligence - B&F H/F,Stage - Ingénieur Big Data-Business Intelligence - B&F H/F - 44300 Nantes - Indeed.fr,Forum Emploi-Formation-Alternance: Talents Handicap,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Gestion de Projets IT en POEI 31,Consultant Gestion de Projets IT en POEI 31 - Toulouse (31) - Indeed.fr,IB FORMATION,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur Conception Electrique H/F,Ingénieur Conception Electrique H/F - Pays de la Loire - Indeed.fr,Assystem,Assystem,165,"3,3","3,3","2,9","2,9","2,8","3,2"
Consultant BI F/H,Consultant BI F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Marketing Segment Manager,Marketing Segment Manager - Pays de la Loire - Indeed.fr,Cadr'Avenir,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Leader BI & Big Data F/H,Leader BI & Big Data F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Big Data - Nantes,Développeur Big Data - Nantes - Nantes (44) - Indeed.fr,montreal,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Big Data / Freelance,Consultant Big Data / Freelance - Nantes (44) - Indeed.fr,CS Group Solutions,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Angular (H/F) – Toulouse (31),Développeur Angular (H/F) – Toulouse (31) - Toulouse (31) - Indeed.fr,Synchrone,SYNCHRONE,6,"4,2","3,8","3,7","4,3","4,0","4,3"
Product Manager,Product Manager - Nantes (44) - Indeed.fr,Vel'co,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Collective Development Solutions Design and Deployment Manager (m/f),Collective Development Solutions Design and Deployment Manager (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Chef de projet applicatifs h/f,Chef de projet applicatifs h/f - Pays de la Loire - Indeed.fr,selescope,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Airframe Finite Element Modeling Engineer (m/f),Airframe Finite Element Modeling Engineer (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Chargé(e) de communication,Chargé(e) de communication - Nantes (44) - Indeed.fr,Succubus Interactive,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stress/Digitalization engineer (m/f),Stress/Digitalization engineer (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Développeur .NET Sharepoint H/F,Développeur .NET Sharepoint H/F - Nantes (44) - Indeed.fr,CGI,CGI Group,2,"3,7","3,7","3,5","3,3","3,3","3,5"
Consultant Technique SAP ABAP FIORI (H/F),Consultant Technique SAP ABAP FIORI (H/F) - Nantes (44) - Indeed.fr,AUGUSTA REEVES GROUP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Fatigue Mechanical Engineer (m/f),Fatigue Mechanical Engineer (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Design/Stress Mechanical Engineer (m/f),Design/Stress Mechanical Engineer (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Leadership development solutions design and deployment manager (m/f),Leadership development solutions design and deployment manager (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Business Manager F/H,Business Manager F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Airframe Process Methods &Tools Development and Support Engineer - 3DEXPERIENCE platform (m/f),Airframe Process Methods &Tools Development and Support Engineer - 3DEXPERIENCE platform (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Procurement Manager FHS & Component Services (m/f),Procurement Manager FHS & Component Services (m/f) - Blagnac (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Space Frequency manager (m/f),Space Frequency manager (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Consltant MS BI F/H,Consltant MS BI F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Responsable Business Intelligence H/F,Responsable Business Intelligence H/F - Toulouse (31) - Indeed.fr,Open,Open,89,"3,7","3,8","3,2","3,4","3,4","3,6"
Business Manager F/H,Business Manager F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage développeur Big Data,Stage développeur Big Data - Toulouse (31) - Indeed.fr,Paarly,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Formateur National H/F,Formateur National H/F - France - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Responsable Business Intelligence H/F,Responsable Business Intelligence H/F - Toulouse (31) - Indeed.fr,Open,Open,89,"3,7","3,8","3,2","3,4","3,4","3,6"
Formateur National H/F,Formateur National H/F - France - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Stage développeur Big Data,Stage développeur Big Data - Toulouse (31) - Indeed.fr,Paarly,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Gestion de Projets IT en POEI 31,Consultant Gestion de Projets IT en POEI 31 - Toulouse (31) - Indeed.fr,IB FORMATION,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Manager F/H,Business Manager F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Leader BI & Big Data F/H,Leader BI & Big Data F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Solutions Architect,Solutions Architect - Labège (31) - Indeed.fr,Sierra Wireless,Sierra Wireless,28,"3,8","3,7","3,6","3,1","3,5","3,5"
Business Manager F/H,Business Manager F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CHEFS DE PROJET ERP DIVALTO (H/F),CHEFS DE PROJET ERP DIVALTO (H/F) - Toulouse (31) - Indeed.fr,Groupe Cogeser,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Technical Support Engineer,Technical Support Engineer - Toulouse (31) - Indeed.fr,DELAIR TECH,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stress/Design System Installation engineer (m/f),Stress/Design System Installation engineer (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Consultant Microsoft BI et DATA - Toulouse F/H,Consultant Microsoft BI et DATA - Toulouse F/H - Labège (31) - Indeed.fr,Ai3 - Accélérateur d'innovation,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Engineer Toulouse F/H,Data Engineer Toulouse F/H - Toulouse (31) - Indeed.fr,KEYRUS,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Chef de Projet Monitoring Services (h/f),Chef de Projet Monitoring Services (h/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Leader BI & Big Data F/H,Leader BI & Big Data F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Technicien support N2,Technicien support N2 - Toulouse (31) - Indeed.fr,EQUADEX,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consltant MS BI F/H,Consltant MS BI F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Microsoft BI Consultant,Microsoft BI Consultant - Toulouse (31) - Indeed.fr,Nigel Frank International Limited,Nigel Frank International,45,"2,9","1,9","2,8","2,5","2,9","3,2"
Développeur Angular (H/F) – Toulouse (31),Développeur Angular (H/F) – Toulouse (31) - Toulouse (31) - Indeed.fr,Synchrone,SYNCHRONE,6,"4,2","3,8","3,7","4,3","4,0","4,3"
Responsable Business Intelligence H/F,Responsable Business Intelligence H/F - Toulouse (31) - Indeed.fr,Open,Open,89,"3,7","3,8","3,2","3,4","3,4","3,6"
Formateur National H/F,Formateur National H/F - France - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Stage développeur Big Data,Stage développeur Big Data - Toulouse (31) - Indeed.fr,Paarly,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Gestion de Projets IT en POEI 31,Consultant Gestion de Projets IT en POEI 31 - Toulouse (31) - Indeed.fr,IB FORMATION,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Leader BI & Big Data F/H,Leader BI & Big Data F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consltant MS BI F/H,Consltant MS BI F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ATR - BI TOOLS PROJECT MANAGER & BI USER SUPPORT - Ref 19/02 - X (M/F),ATR - BI TOOLS PROJECT MANAGER & BI USER SUPPORT - Ref 19/02 - X (M/F) - Blagnac (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
consultant informatique BI - Toulouse - F/H,consultant informatique BI - Toulouse - F/H - Toulouse (31) - Indeed.fr,TECH VALLEY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant BI Toulouse F/H,Consultant BI Toulouse F/H - Toulouse (31) - Indeed.fr,KEYRUS,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Avionics System/Equipment Cost engineer (m/f),Avionics System/Equipment Cost engineer (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Administrateur ERP H/F,Administrateur ERP H/F - 31700 Blagnac - Indeed.fr,Safran,Safran,1,"4,0","4,0","3,9","3,6","3,6","3,8"
Propulsion System Services Procurement Manager (f/m),Propulsion System Services Procurement Manager (f/m) - Blagnac (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Consultant Microsoft Business Intelligence,Consultant Microsoft Business Intelligence - Toulouse (31) - Indeed.fr,ELITEGROUP RECRUITMENT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
System Installation Designer Engineer (m/f),System Installation Designer Engineer (m/f) - Toulouse (31) - Indeed.fr,Airbus,Airbus Group,1,"4,2","4,1","4,1","3,7","3,6","3,9"
Consultant Microsoft BI & Data - Toulouse F/H,Consultant Microsoft BI & Data - Toulouse F/H - Toulouse (31) - Indeed.fr,AI3,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Business Intelligence - Qlikview (F/H)// 190216,Consultant Business Intelligence - Qlikview (F/H)// 190216 - Toulouse (31) - Indeed.fr,My Support Services,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Manager F/H,Business Manager F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Microsoft BI Practice Lead,Microsoft BI Practice Lead - France - Indeed.fr,Nigel Frank International Limited,Nigel Frank International,45,"2,9","1,9","2,8","2,5","2,9","3,2"
Développeur Angular (H/F) – Toulouse (31),Développeur Angular (H/F) – Toulouse (31) - Toulouse (31) - Indeed.fr,Synchrone,SYNCHRONE,6,"4,2","3,8","3,7","4,3","4,0","4,3"
Consltant MS BI F/H,Consltant MS BI F/H - Toulouse (31) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Microsoft BI Practice Lead,Microsoft BI Practice Lead - France - Indeed.fr,Nigel Frank International Limited,Nigel Frank International,45,"2,9","1,9","2,8","2,5","2,9","3,2"
