Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
BI Run Manager EMEA,BI Run Manager EMEA - Paris (75) - Indeed.fr,L'Oreal USA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Intern Data Analyst,Intern Data Analyst - Paris (75) - Indeed.fr,Artefact,Artefact,3,"5,0","5,0","4,7","4,7","5,0","4,7"
Consultant(e) EPM - F/H,Consultant(e) EPM - F/H - Paris 1er (75) - Indeed.fr,LEON RECRUTEMENT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant H/F en Maintenance Prédictive.,Consultant H/F en Maintenance Prédictive. - Paris (75) - Indeed.fr,Bubbleting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Delivery Manager H/F (Paris),Delivery Manager H/F (Paris) - Paris (75) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
CDI Business Analyst -CRM Salesforce H/F,CDI Business Analyst -CRM Salesforce H/F - Boulogne-Billancourt (92) - Indeed.fr,TF1,TF1,20,"4,2","3,4","3,7","3,1","3,1","3,5"
CRM,CRM - Paris (75) - Indeed.fr,Netatmo,Netatmo,3,"4,0","4,3","3,7","3,0","3,7","4,7"
Responsable des Systèmes d’Information,Responsable des Systèmes d’Information - 75008 Paris 8e - Indeed.fr,Sia Partners,Sia Partners,7,"4,0","4,2","4,2","4,0","3,0","4,2"
Infrastructure Project Manager,Infrastructure Project Manager - Puteaux (92) - Indeed.fr,KANTAR,Kantar,54,"3,6","3,7","3,3","3,0","3,2","3,4"
Master Data & Business Solutions Manager EMEA,Master Data & Business Solutions Manager EMEA - Voisins-le-Bretonneux (78) - Indeed.fr,Boston Scientific Corporation,Boston Scientific,1,"4,0","3,8","3,9","3,4","3,6","3,8"
Consultant Business Intelligence - H/F,Consultant Business Intelligence - H/F - 75009 Paris 9e - Indeed.fr,EXAKIS,EXAKIS,9,"3,9","3,9","3,4","3,7","3,9","3,8"
Business Analyst / Business Intelligence,Business Analyst / Business Intelligence - Rueil-Malmaison (92) - Indeed.fr,Fed IT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Enrichissement du reporting BI (business intelligence) de Diapason.,Enrichissement du reporting BI (business intelligence) de Diapason. - Paris (75) - Indeed.fr,MCC SAS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Business Intelligence - Paris H/F,Consultant Business Intelligence - Paris H/F - Hauts-de-Seine - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
Concierge / Intendant H/F,Concierge / Intendant H/F - Paris (75) - Indeed.fr,TO DO TODAY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant ETL (H/F),Consultant ETL (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
BI Business Process Officer H/F,BI Business Process Officer H/F - Paris (75) - Indeed.fr,DANONE,Danone,2,"4,2","3,9","4,0","3,7","3,8","4,0"
DELIVERY MANAGER,DELIVERY MANAGER - Paris (75) - Indeed.fr,S&H,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Scrum Master H/F (Paris),Scrum Master H/F (Paris) - Paris (75) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Consultant Data,Consultant Data - Neuilly-sur-Seine (92) - Indeed.fr,PwC,PwC,6,"4,0","3,4","3,7","3,8","3,7","3,8"
Consultant Data F/H,Consultant Data F/H - Paris 10e (75) - Indeed.fr,SUTTER MILLS EPSILON,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant(e) Middleware Expert Oracle (H/F),Consultant(e) Middleware Expert Oracle (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant(e) Middleware Expert Oracle (H/F),Consultant(e) Middleware Expert Oracle (H/F) - Paris (75) - Indeed.fr,Solog,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Décisionnel / Moyens de Paiement,Consultant Décisionnel / Moyens de Paiement - Paris (75) - Indeed.fr,ACCELITE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDI Chef de projet BI H/F,CDI Chef de projet BI H/F - Boulogne-Billancourt (92) - Indeed.fr,TF1,TF1,20,"4,2","3,4","3,7","3,1","3,1","3,5"
Service Delivery Manager H/F,Service Delivery Manager H/F - Paris (75) - Indeed.fr,Econocom,Econocom,84,"3,0","3,0","2,5","2,5","2,7","2,7"
Auditeur Interne F/H,Auditeur Interne F/H - Montreuil (93) - Indeed.fr,GPE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Enrichissement du reporting BI (business intelligence) de Diapason.,Enrichissement du reporting BI (business intelligence) de Diapason. - Paris (75) - Indeed.fr,MCC SAS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Business Intelligence - Paris H/F,Consultant Business Intelligence - Paris H/F - Hauts-de-Seine - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Auditeur Interne F/H,Auditeur Interne F/H - Montreuil (93) - Indeed.fr,GPE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDI - CHEF DE PROJET INTEGRATION & VERIFICATION MAMMOGRAPHIE H/F,CDI - CHEF DE PROJET INTEGRATION & VERIFICATION MAMMOGRAPHIE H/F - Paris - Indeed.fr,General Electric,GE Corporate,6,"4,1","3,9","3,9","3,5","3,6","3,9"
Chef de Projet BI F/H,Chef de Projet BI F/H - Paris 15e (75) - Indeed.fr,AXIAD CONSEIL,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Architecte BI / Décisionnel H/F,Architecte BI / Décisionnel H/F - Paris (75) - Indeed.fr,CGI,CGI Group,2,"3,7","3,7","3,5","3,3","3,3","3,5"
Consultant Gouvernance des risques et Contrôle interne H/F,Consultant Gouvernance des risques et Contrôle interne H/F - Paris 16e (75) - Indeed.fr,onepoint,ONEPOINT,2,"4,0","4,0","3,5","3,5","4,0","4,5"
Chef de projet Data H/F,Chef de projet Data H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Consultant Service Now ITSM (H/F),Consultant Service Now ITSM (H/F) - Paris (75) - Indeed.fr,Solog,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chef de projet Logistique (H/F),Chef de projet Logistique (H/F) - Paris (75) - Indeed.fr,Saint-Gobain,Saint-Gobain,2,"4,0","3,8","3,8","3,5","3,5","3,8"
Cross-Border Expert (e-Commerce),Cross-Border Expert (e-Commerce) - Paris (75) - Indeed.fr,Gshopper,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chef de projet Data H/F,Chef de projet Data H/F - Paris (75) - Indeed.fr,Center Parcs Europe,Center Parcs,295,"3,5","3,4","3,2","3,1","2,9","3,3"
Consultant Décisionnel H/F,Consultant Décisionnel H/F - Paris (75) - Indeed.fr,Econocom,Econocom,84,"3,0","3,0","2,5","2,5","2,7","2,7"
Concierge / Intendant H/F,Concierge / Intendant H/F - Paris (75) - Indeed.fr,TO DO TODAY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Enrichissement du reporting BI (business intelligence) de Diapason.,Enrichissement du reporting BI (business intelligence) de Diapason. - Paris (75) - Indeed.fr,MCC SAS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant ETL (H/F),Consultant ETL (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Business Intelligence - Paris H/F,Consultant Business Intelligence - Paris H/F - Hauts-de-Seine - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
Auditeur Interne F/H,Auditeur Interne F/H - Montreuil (93) - Indeed.fr,GPE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Data Gouvernance,Consultant Data Gouvernance - Neuilly-sur-Seine (92) - Indeed.fr,PwC,PwC,6,"4,0","3,4","3,7","3,8","3,7","3,8"
Expert BO H/F (Paris),Expert BO H/F (Paris) - Paris (75) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Responsable du service marchés et achats H/F,Responsable du service marchés et achats H/F - Paris (75) - Indeed.fr,INERIS,INERIS,19,"4,0","4,1","3,8","3,1","3,8","3,8"
Consultant Transformation Automation Cognitive et Robotique - F/H,Consultant Transformation Automation Cognitive et Robotique - F/H - Paris (75) - Indeed.fr,IBM interactive,IBM,24,"3,9","3,8","3,5","3,5","3,5","3,7"
CHEF DE PROJET F/H,CHEF DE PROJET F/H - Issy-les-Moulineaux (92) - Indeed.fr,CORPORAMA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Directeur de projet BI H/F (Paris),Directeur de projet BI H/F (Paris) - Paris (75) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
Consultant Solution BI4 H/F,Consultant Solution BI4 H/F - Paris (75) - Indeed.fr,CGI,CGI Group,2,"3,7","3,7","3,5","3,3","3,3","3,5"
STRATEGIC INNOVATION VENTURE EXPERT H/F,STRATEGIC INNOVATION VENTURE EXPERT H/F - Paris (75) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
Analyste BI (F/H),Analyste BI (F/H) - 92400 Courbevoie - Indeed.fr,HR DNA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gestionnaire de Contrats d'Assurance - CDI,Gestionnaire de Contrats d'Assurance - CDI - Paris (75) - Indeed.fr,Rothschild & Co,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Concierge / Intendant H/F,Concierge / Intendant H/F - Paris (75) - Indeed.fr,TO DO TODAY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Expert/Architecte IBM Cognos BI (H/F),Expert/Architecte IBM Cognos BI (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant ETL (H/F),Consultant ETL (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Business Intelligence - Paris H/F,Consultant Business Intelligence - Paris H/F - Hauts-de-Seine - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Auditeur Interne F/H,Auditeur Interne F/H - Montreuil (93) - Indeed.fr,GPE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Concierge / Intendant H/F,Concierge / Intendant H/F - Paris (75) - Indeed.fr,TO DO TODAY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BI Business Process Officer H/F,BI Business Process Officer H/F - Paris (75) - Indeed.fr,DANONE,Danone,2,"4,2","3,9","4,0","3,7","3,8","4,0"
Consultant(e) Robotic Process Automation / IA (H/F),Consultant(e) Robotic Process Automation / IA (H/F) - Paris (75) - Indeed.fr,Solog,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant(e) Robotic Process Automation / IA (H/F),Consultant(e) Robotic Process Automation / IA (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Practice Manager Azure H/F,Practice Manager Azure H/F - Paris (75) - Indeed.fr,Econocom,Econocom,84,"3,0","3,0","2,5","2,5","2,7","2,7"
Solution manager informatique E-Commerce,Solution manager informatique E-Commerce - Paris (75) - Indeed.fr,INFOGENE,Infogene,2,"4,0","4,0","4,0","4,0","4,5","4,0"
Consultant BI – démarrage mi-décembre 2018,Consultant BI – démarrage mi-décembre 2018 - Paris (75) - Indeed.fr,Aubay,Aubay,32,"3,6","3,8","3,1","3,1","3,3","3,6"
RESPONSABLE DE L'EQUIPE DATA SCIENTISTS-(H/F),RESPONSABLE DE L'EQUIPE DATA SCIENTISTS-(H/F) - Courbevoie (92) - Indeed.fr,Société Générale,Société Générale,2,"3,9","3,8","3,6","3,6","3,5","3,7"
DIGITAL TRANSFORMATION ADVISOR,DIGITAL TRANSFORMATION ADVISOR - Paris (75) - Indeed.fr,BayBridgeDigital,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Manager RPA,Manager RPA - Neuilly-sur-Seine (92) - Indeed.fr,PwC,PwC,6,"4,0","3,4","3,7","3,8","3,7","3,8"
Consultant à Manager Data/Connected Objects – Secteur Resources – PARIS – F/H,Consultant à Manager Data/Connected Objects – Secteur Resources – PARIS – F/H - Paris (75) - Indeed.fr,Accenture,Accenture,15,"4,0","3,7","3,7","3,8","3,6","3,9"
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant ETL (H/F),Consultant ETL (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Expert/Architecte IBM Cognos BI (H/F),Expert/Architecte IBM Cognos BI (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Business Intelligence - Paris H/F,Consultant Business Intelligence - Paris H/F - Hauts-de-Seine - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant ETL (H/F),Consultant ETL (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Practice CALAME F/H,Consultant Practice CALAME F/H - Paris 10e (75) - Indeed.fr,SOLUTION BI FRANCE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DIGITAL - Data scientist (F/H),DIGITAL - Data scientist (F/H) - Paris (75) - Indeed.fr,Air Liquide,Air Liquide,1,"3,8","3,7","3,7","3,3","3,4","3,6"
Junior Technology Transformation,Junior Technology Transformation - 92400 Courbevoie - Indeed.fr,KPMG,KPMG,5,"4,0","3,4","3,6","3,8","3,7","3,8"
Consultant Talend F/H,Consultant Talend F/H - Noisy-le-Grand (93) - Indeed.fr,MICROCORE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant(e) Confirmé(e) IAM H/F,Consultant(e) Confirmé(e) IAM H/F - Paris 17e (75) - Indeed.fr,Business & Decision,Business & Decision,29,"3,2","3,4","2,9","2,9","3,0","3,3"
PeopleSoft Business Process Analyst / Freelance,PeopleSoft Business Process Analyst / Freelance - Paris (75) - Indeed.fr,Intuition IT Solutions Ltd.,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Biztalk H/F,Consultant Biztalk H/F - Paris (75) - Indeed.fr,Econocom,Econocom,84,"3,0","3,0","2,5","2,5","2,7","2,7"
Data Engineer H/F (Paris),Data Engineer H/F (Paris) - Paris (75) - Indeed.fr,Keyrus,Keyrus,10,"3,8","3,4","3,0","2,8","3,2","3,2"
CONSULTANT BIG DATA H/F,CONSULTANT BIG DATA H/F - 93400 Saint-Ouen - Indeed.fr,GFI,GFI,108,"3,3","3,4","2,8","2,8","2,9","3,0"
Consultant AMOA ERP – Secteur Public (H/F),Consultant AMOA ERP – Secteur Public (H/F) - Paris (75) - Indeed.fr,Solog,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Concierge / Intendant H/F,Concierge / Intendant H/F - Paris (75) - Indeed.fr,TO DO TODAY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Enrichissement du reporting BI (business intelligence) de Diapason.,Enrichissement du reporting BI (business intelligence) de Diapason. - Paris (75) - Indeed.fr,MCC SAS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Expert/Architecte IBM Cognos BI (H/F),Expert/Architecte IBM Cognos BI (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Business Intelligence - Paris H/F,Consultant Business Intelligence - Paris H/F - Hauts-de-Seine - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant junior pour un ERP immobilier H/F,Consultant junior pour un ERP immobilier H/F - La Défense (92) - Indeed.fr,Sopra Steria,Sopra Steria,348,"3,6","3,7","3,3","3,3","3,2","3,4"
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant(e) AMOA DATA Banque Assurance (H/F),Consultant(e) AMOA DATA Banque Assurance (H/F) - Paris (75) - Indeed.fr,ASI,ASI,301,"3,5","3,4","3,3","3,0","3,2","3,3"
Data Scientist,Data Scientist - Paris (75) - Indeed.fr,CAPFI,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant(e) Financement de l'innovation - spécialiste Nouvelles Technologies,Consultant(e) Financement de l'innovation - spécialiste Nouvelles Technologies - Saint-Cloud (92) - Indeed.fr,Leyton,Leyton,9,"3,2","3,0","3,1","3,1","3,1","3,0"
Consultant(e) Big Data F/H,Consultant(e) Big Data F/H - Paris 4e (75) - Indeed.fr,TEKKIT.IO,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Engineer Internship,Data Engineer Internship - Paris (75) - Indeed.fr,Kpler,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Analyst Risque F/H,Business Analyst Risque F/H - Levallois-Perret (92) - Indeed.fr,Umanis,Umanis,28,"3,0","2,9","2,4","2,6","2,7","2,8"
STAGE - Analyste Business Intelligence / Contrôle de Gestion H/F – La Défense,STAGE - Analyste Business Intelligence / Contrôle de Gestion H/F – La Défense - Puteaux (92) - Indeed.fr,Park Indigo,Indigo,26,"3,4","3,3","3,0","3,1","3,0","3,3"
Consultant Talend F/H,Consultant Talend F/H - Paris (75) - Indeed.fr,TRIMANE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant technique en big data et intelligence artificielle,Consultant technique en big data et intelligence artificielle - Les Ulis (91) - Indeed.fr,Hewlett Packard Enterprise,Hewlett Packard Enterprise,3,"3,7","3,9","3,5","3,1","3,3","3,6"
STAGE - MARKETING DATA ANALYST H/F,STAGE - MARKETING DATA ANALYST H/F - Rueil-Malmaison (92) - Indeed.fr,Arval,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
Concierge / Intendant H/F,Concierge / Intendant H/F - Paris (75) - Indeed.fr,TO DO TODAY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Enrichissement du reporting BI (business intelligence) de Diapason.,Enrichissement du reporting BI (business intelligence) de Diapason. - Paris (75) - Indeed.fr,MCC SAS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant ETL (H/F),Consultant ETL (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Business Intelligence - Paris H/F,Consultant Business Intelligence - Paris H/F - Hauts-de-Seine - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Big Data Engineer,Big Data Engineer - Saint-Ouen (93) - Indeed.fr,GFI,GFI,108,"3,3","3,4","2,8","2,8","2,9","3,0"
STAGE DE PRE-EMBAUCHE CONSULTANT.E TECHNIQUE SOA,STAGE DE PRE-EMBAUCHE CONSULTANT.E TECHNIQUE SOA - Paris (75) - Indeed.fr,S&H,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage Marketing Intelligence Innovation Santé,Stage Marketing Intelligence Innovation Santé - Suresnes (92) - Indeed.fr,Philips,Philips,3,"4,0","3,9","3,9","3,5","3,6","3,8"
Finance Business Partner,Finance Business Partner - Voisins-le-Bretonneux (78) - Indeed.fr,LEO Pharma,LEO Pharma,58,"3,7","3,6","3,6","2,9","3,1","3,3"
Stage Data Analyst,Stage Data Analyst - Paris (75) - Indeed.fr,Netatmo,Netatmo,3,"4,0","4,3","3,7","3,0","3,7","4,7"
Business integrator H/F,Business integrator H/F - 92200 Neuilly-sur-Seine - Indeed.fr,GITEC,Gitec Ingenierie,6,"3,8","3,8","3,7","3,8","3,8","3,2"
Internship: Data Science / ML aficionado (Time Series) - M/F,Internship: Data Science / ML aficionado (Time Series) - M/F - Paris (75) - Indeed.fr,SAP,SAP,1,"4,3","4,1","4,0","3,9","3,8","4,1"
Apprenti(e) IT Financial Services,Apprenti(e) IT Financial Services - 92400 Courbevoie - Indeed.fr,KPMG,KPMG,5,"4,0","3,4","3,6","3,8","3,7","3,8"
Consultant Réseau H/F,Consultant Réseau H/F - Paris (75) - Indeed.fr,Econocom,Econocom,84,"3,0","3,0","2,5","2,5","2,7","2,7"
Stagiaire Analyste Cybersécurité (H/F),Stagiaire Analyste Cybersécurité (H/F) - Les Ulis (91) - Indeed.fr,SFR,SFR,287,"3,7","3,7","3,6","3,1","3,3","3,4"
BOUCHERON Stage Assistant(e) CRM/PRM et Expérience Client F/H,BOUCHERON Stage Assistant(e) CRM/PRM et Expérience Client F/H - Paris (75) - Indeed.fr,Groupe Kering,Kering,36,"3,5","3,4","3,1","2,8","3,1","3,1"
Consultant ETL (H/F),Consultant ETL (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant junior pour un ERP immobilier H/F,Consultant junior pour un ERP immobilier H/F - La Défense (92) - Indeed.fr,Sopra Steria,Sopra Steria,348,"3,6","3,7","3,3","3,3","3,2","3,4"
Investment Data Manager H/F,Investment Data Manager H/F - Saint-Denis (93) - Indeed.fr,Generali France,Generali France,150,"3,9","3,9","3,6","3,4","3,4","3,6"
Consultant Business Intelligence - Paris H/F,Consultant Business Intelligence - Paris H/F - Hauts-de-Seine - Indeed.fr,Capgemini,Capgemini,6,"3,8","3,7","3,3","3,6","3,3","3,6"
Customer Operations Manager,Customer Operations Manager - Courbevoie (92) - Indeed.fr,HERE Technologies,HERE Technologies,223,"3,8","4,1","3,7","3,4","3,4","3,9"
Consultant(e) Business Intelligence MicroStrategy (H/F),Consultant(e) Business Intelligence MicroStrategy (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Oracle E-Business Suite (H/F),Consultant Oracle E-Business Suite (H/F) - Paris (75) - Indeed.fr,Talan,Talan,9,"3,2","3,4","3,1","3,2","2,9","3,1"
Consultant Microsoft BI,Consultant Microsoft BI - Paris (75) - Indeed.fr,Ucase Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Big Data Engineer,Big Data Engineer - Saint-Ouen (93) - Indeed.fr,GFI,GFI,108,"3,3","3,4","2,8","2,8","2,9","3,0"
