Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,CAPFI,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst (H/F),Data Analyst (H/F) - Paris (75) - Indeed.fr,Frichti,Frichti,16,"3,3","3,4","3,1","3,2","2,9","3,4"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Center Parcs Europe,Center Parcs,295,"3,5","3,4","3,2","3,1","2,9","3,3"
Data Analyst - H/F,Data Analyst - H/F - 94200 Ivry-sur-Seine - Indeed.fr,E.Leclerc,E. LECLERC,3,"3,4","3,3","3,1","2,9","3,0","3,1"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Business Analyst / Business Intelligence,Business Analyst / Business Intelligence - Rueil-Malmaison (92) - Indeed.fr,Fed IT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste Développeur/Support Fonctionnel H/F,Analyste Développeur/Support Fonctionnel H/F - 75013 Paris 13e - Indeed.fr,LOGWARE,LOGWARE,4,"4,3","4,7","4,0","4,3","4,3","4,3"
Data Ops Engineer H/F,Data Ops Engineer H/F - 92300 Levallois-Perret - Indeed.fr,Jellysmack,Jellysmack,11,"4,4","4,2","4,0","4,1","4,2","4,4"
DATA SCIENTIST H/F,DATA SCIENTIST H/F - Levallois-Perret (92) - Indeed.fr,BNP Paribas Personal Finance,BNP Paribas Personal Finance,96,"4,0","4,0","3,9","3,6","3,6","3,8"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Data Engineer/ Développeur Odoo,Data Engineer/ Développeur Odoo - Paris 2e (75) - Indeed.fr,Advise,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste fonctionnel IT DATA/BI H/F,Analyste fonctionnel IT DATA/BI H/F - La Défense (92) - Indeed.fr,BForBank,BforBank,7,"3,9","3,7","3,4","3,5","3,8","3,7"
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,PycoGroup,PycoGroup,3,"4,7","3,5","4,5","5,0","4,5","4,5"
Data Analyst H/F,Data Analyst H/F - Courbevoie (92) - Indeed.fr,Total,Total,1,"3,9","3,7","3,6","3,4","3,5","3,6"
Data Analyst H/F,Data Analyst H/F - Neuilly-sur-Seine (92) - Indeed.fr,JCDecaux FR,JCDecaux,222,"3,8","3,6","3,3","3,2","3,3","3,6"
"Data Analyst Junior, Analytics","Data Analyst Junior, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Data Analyst (H/F),Data Analyst (H/F) - 92130 Issy-les-Moulineaux - Indeed.fr,Sogetrel,SOGETREL,74,"2,6","2,7","2,3","2,3","2,1","2,3"
Data Analyst France,Data Analyst France - Paris (75) - Indeed.fr,Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Data Analyst (M/F),Data Analyst (M/F) - Paris (75) - Indeed.fr,Voodoo,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,Pumpkin,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Graduate Program - Data Analyst en santé (F/H),Graduate Program - Data Analyst en santé (F/H) - Nanterre (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
"Enablement Analyst, Global Analytics, Analytics","Enablement Analyst, Global Analytics, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Social Data Analyst,Social Data Analyst - Paris (75) - Indeed.fr,FunFacts,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst Connaissance Clients,Data Analyst Connaissance Clients - Paris (75) - Indeed.fr,Le Groupe La Poste,Le Groupe La Poste,1,"3,8","3,7","3,4","3,3","3,3","3,5"
Junior Data Analyst,Junior Data Analyst - Paris 2e (75) - Indeed.fr,vroom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Human Resources Data Analyst,Human Resources Data Analyst - Boulogne-Billancourt (92) - Indeed.fr,CWT,CWT,35,"3,4","3,5","2,8","2,9","3,3","3,2"
Data Engineer/ Développeur Odoo,Data Engineer/ Développeur Odoo - Paris 2e (75) - Indeed.fr,Advise,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Product Data Analyst,Product Data Analyst - Paris (75) - Indeed.fr,MALT,Malt,4,"3,8","3,8","4,0","3,5","3,0","3,5"
Business Analyst BI/ BO / Data Viz F/H,Business Analyst BI/ BO / Data Viz F/H - Villepinte (93) - Indeed.fr,XLM SERVICES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst H/F,Data Analyst H/F - Boulogne-Billancourt (92) - Indeed.fr,Solocal Group,Solocal Group,39,"3,4","3,5","3,7","2,6","2,8","3,1"
Data Analyst/Engineer H/F(),Data Analyst/Engineer H/F() - Levallois-Perret (92) - Indeed.fr,Webedia,WEBEDIA,26,"3,8","3,7","3,4","2,9","3,1","3,9"
Business Analyst,Business Analyst - Paris (75) - Indeed.fr,SITA,SITA,303,"3,7","3,6","3,5","3,1","3,2","3,4"
"Data Analyst, Global Supply","Data Analyst, Global Supply - Paris (75) - Indeed.fr",Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Junior Data Analyst,Junior Data Analyst - Paris (75) - Indeed.fr,Artefact,Artefact,3,"5,0","5,0","4,7","4,7","5,0","4,7"
"Identity Data Analyst Internship, Analytics","Identity Data Analyst Internship, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
"Data Analyst France, Analytics","Data Analyst France, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,STUDAPART,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Analyst - Analyste fonctionnel Notional Pooling F/H,Business Analyst - Analyste fonctionnel Notional Pooling F/H - 75003 Paris 3e - Indeed.fr,Hesperie Conseil,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business & Data Analyst (Intern),Business & Data Analyst (Intern) - Paris (75) - Indeed.fr,Blade,BLADE,27,"5,0","4,6","4,6","5,0","4,9","5,0"
Data Scientist H/F,Data Scientist H/F - Paris (75) - Indeed.fr,CGI,CGI Group,2,"3,7","3,7","3,5","3,3","3,3","3,5"
Junior Data Analyst,Junior Data Analyst - Paris 2e (75) - Indeed.fr,vroom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst BO/Qlick Sense (h/f),Data Analyst BO/Qlick Sense (h/f) - Maisons-Alfort (94) - Indeed.fr,Fed IT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Data analyst - H/F,Data analyst - H/F - La Défense (92) - Indeed.fr,Dalkia,Dalkia,417,"3,9","3,7","3,6","3,3","3,3","3,6"
Data Analyst H/F,Data Analyst H/F - Colombes (92) - Indeed.fr,Stelliant,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Master Data & Princing Analyst,Master Data & Princing Analyst - Paris (75) - Indeed.fr,Rimowa France,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DATA ANALYST H/F,DATA ANALYST H/F - Montreuil (93) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
BUSINESS ANALYST - F/H,BUSINESS ANALYST - F/H - 92100 Boulogne-Billancourt - Indeed.fr,Ingeniance,INGENIANCE,18,"3,7","3,9","3,8","3,7","3,4","4,0"
Business Analyst (h/f) - Paris,Business Analyst (h/f) - Paris - Paris (75) - Indeed.fr,Maisons du Monde,Maisons du Monde,330,"3,5","3,3","3,1","2,8","3,0","3,3"
Data Analyst (H/F),Data Analyst (H/F) - Rungis (94) - Indeed.fr,Thales,Thales,1,"4,0","4,0","4,0","3,5","3,5","3,8"
BUSINESS INTELLIGENCE ANALYST (H/F),BUSINESS INTELLIGENCE ANALYST (H/F) - 92130 Issy-les-Moulineaux - Indeed.fr,AUTO1 France,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Un(e) Data analyst junior en statistiques prédictives et connaissance client,Un(e) Data analyst junior en statistiques prédictives et connaissance client - Saint-Ouen (93) - Indeed.fr,ENGIE-Entreprises & Collectivités,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Internship Data Analyst - Product Analytics & Data Science, Analytics","Internship Data Analyst - Product Analytics & Data Science, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Stagiaire Data Analyste H/F,Stagiaire Data Analyste H/F - 75009 Paris 9e - Indeed.fr,JobTeaser,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stagiaire Assistant(e) Data analyst H/F,Stagiaire Assistant(e) Data analyst H/F - Neuilly-sur-Seine (92) - Indeed.fr,McCann,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage Chef de Projets Data,Stage Chef de Projets Data - Paris (75) - Indeed.fr,L'AgenceRP,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst H/F,Data Analyst H/F - 92290 Châtenay-Malabry - Indeed.fr,Verisure par Securitas Direct,Verisure par Securitas Direct,204,"4,0","3,3","3,8","4,0","3,8","4,0"
Junior Data Analyst,Junior Data Analyst - Paris 2e (75) - Indeed.fr,vroom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Data Analyst (H/F),Data Analyst (H/F) - Paris (75) - Indeed.fr,MFG Labs,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDI - Ingénieur Analyste de Données et Produits Base Installée H/F,CDI - Ingénieur Analyste de Données et Produits Base Installée H/F - Paris - Indeed.fr,General Electric,GE Corporate,6,"4,1","3,9","3,9","3,5","3,6","3,9"
Data Analyst BDD,Data Analyst BDD - Paris (75) - Indeed.fr,Les Echos Management,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Analyst BI/ Big Data H/F,Business Analyst BI/ Big Data H/F - 95700 Roissy-en-France - Indeed.fr,Alithya,ALITHYA,12,"4,2","4,2","4,1","3,8","4,1","4,2"
Data Analyst Qlikview/Qliksense F/H,Data Analyst Qlikview/Qliksense F/H - Paris 8e (75) - Indeed.fr,MEILLEURTAUX,MEILLEURTAUX,4,"3,5","2,5","2,5","2,3","2,5","2,3"
DATA ANALYST / CHARGE D'ETUDES H/F,DATA ANALYST / CHARGE D'ETUDES H/F - Paris (75) - Indeed.fr,AG2R La Mondiale,Ag2r La Mondiale,140,"4,0","4,1","3,8","3,1","3,5","3,7"
data analyst/ data officer F/H,data analyst/ data officer F/H - Paris 13e (75) - Indeed.fr,iletan,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DATA ANALYST H/F,DATA ANALYST H/F - 92100 Boulogne-Billancourt - Indeed.fr,BVA Group,BVA Group,18,"3,8","3,7","3,7","3,2","3,9","3,8"
Data Analytics,Data Analytics - 92200 Neuilly-sur-Seine - Indeed.fr,Brains,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst H/F-(H/F),Data Analyst H/F-(H/F) - Rueil-Malmaison (92) - Indeed.fr,Franfinance,Société Générale,2,"3,9","3,8","3,6","3,6","3,5","3,7"
Data Science Internship,Data Science Internship - Paris (75) - Indeed.fr,TINYCLUES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Commercial Controller and B.I. Analyst H/F,Commercial Controller and B.I. Analyst H/F - Levallois-Perret (92) - Indeed.fr,GEODIS,GEODIS,2,"3,5","3,3","3,3","3,1","3,1","3,3"
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,CAPFI,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst / Chef de Projet BI (h/f),Data Analyst / Chef de Projet BI (h/f) - Paris (75) - Indeed.fr,Fed IT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Data Analyst BO/Qlick Sense (h/f),Data Analyst BO/Qlick Sense (h/f) - Maisons-Alfort (94) - Indeed.fr,Fed IT,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Alternant Data Analyst,Alternant Data Analyst - 92200 Neuilly-sur-Seine - Indeed.fr,Grant Thornton,Grant Thornton,1,"3,8","3,5","3,4","3,4","3,4","3,6"
Data Analyst (H/F),Data Analyst (H/F) - Paris (75) - Indeed.fr,MFG Labs,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIG DATA – Data Analyst (H/F),BIG DATA – Data Analyst (H/F) - 94220 Charenton-le-Pont - Indeed.fr,Groupe HN,GROUPE HN,3,"4,3","3,7","3,0","3,3","2,0","3,3"
Analyste qualité des données H/F (CDI),Analyste qualité des données H/F (CDI) - Hauts-de-Seine - Indeed.fr,Coface,Coface,35,"3,8","4,0","3,5","3,4","3,3","3,4"
Ingénieur Analyste de Données et Produits Base Installée H/F,Ingénieur Analyste de Données et Produits Base Installée H/F - Buc (78) - Indeed.fr,General Electric,GE Corporate,6,"4,1","3,9","3,9","3,5","3,6","3,9"
HR DATA ANALYST,HR DATA ANALYST - Arcueil (94) - Indeed.fr,EMO Consulting,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste Qualité des données DataLake,Analyste Qualité des données DataLake - 92360 Meudon - Indeed.fr,Bouygues Telecom,Bouygues Telecom,524,"3,8","3,6","3,6","3,2","3,4","3,8"
Data Analyst F/H,Data Analyst F/H - Garches (92) - Indeed.fr,TAKOMA,TAKOMA,7,"3,6","3,7","2,9","3,0","3,1","2,7"
Consulting – Data Analyst débutant CDI – Sept 2018 H/F,Consulting – Data Analyst débutant CDI – Sept 2018 H/F - Paris (75) - Indeed.fr,Mazars,Mazars,286,"3,8","3,4","3,4","3,5","3,3","3,6"
Product & Data Analyst,Product & Data Analyst - Paris (75) - Indeed.fr,Payments & Cards Network,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst Usines - Business Analytics (H/F),Data Analyst Usines - Business Analytics (H/F) - Guyancourt (78) - Indeed.fr,Renault,Renault,3,"4,0","3,9","3,7","3,5","3,6","3,8"
Assistant / Assistante RH et Reporting - Gestion des Talents (H/F),Assistant / Assistante RH et Reporting - Gestion des Talents (H/F) - Boulogne-Billancourt (92) - Indeed.fr,Renault,Renault,3,"4,0","3,9","3,7","3,5","3,6","3,8"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Data Analyst Usines - Business Analytics (H/F),Data Analyst Usines - Business Analytics (H/F) - Guyancourt (78) - Indeed.fr,Renault,Renault,3,"4,0","3,9","3,7","3,5","3,6","3,8"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Data Engineer/ Développeur Odoo,Data Engineer/ Développeur Odoo - Paris 2e (75) - Indeed.fr,Advise,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste qualité des données (H/F),Analyste qualité des données (H/F) - Paris (75) - Indeed.fr,NATIXIS,Groupe Bpce,43,"3,7","3,8","3,5","3,3","3,1","3,3"
"IT Data usage Analyst, en charge du registre des traitements ITIM-(H/F)","IT Data usage Analyst, en charge du registre des traitements ITIM-(H/F) - Fontenay-sous-Bois (94) - Indeed.fr",Société Générale,Société Générale,2,"3,9","3,8","3,6","3,6","3,5","3,7"
Alternant Rewards and HR Data Analyst H/F,Alternant Rewards and HR Data Analyst H/F - Puteaux (92) - Indeed.fr,Willis Towers Watson,Willis Towers Watson,869,"3,8","3,7","3,5","3,2","3,3","3,6"
DATA ANALYST TELECOM F/H,DATA ANALYST TELECOM F/H - Villepinte (93) - Indeed.fr,IR CONSULTING,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Statisticien / Analyste des données d'activités hospitalières,Statisticien / Analyste des données d'activités hospitalières - 75014 Paris 14e - Indeed.fr,CPias Ile-de-France,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst F/H,Data Analyst F/H - Issy-les-Moulineaux (92) - Indeed.fr,FAB GROUP,Fab Group,3,"3,3","2,5","2,3","2,5","3,0","3,0"
Consulting – Data Analyst Junior Sept 2019 H/F,Consulting – Data Analyst Junior Sept 2019 H/F - La Défense (92) - Indeed.fr,Mazars,Mazars,286,"3,8","3,4","3,4","3,5","3,3","3,6"
DATA ANALYST F/H,DATA ANALYST F/H - Puteaux (92) - Indeed.fr,SGD Pharma,SGD PHARMA,5,"3,6","2,8","3,2","3,4","3,4","3,4"
"Data Analyst – Product Analytics & Data Science, Analytics","Data Analyst – Product Analytics & Data Science, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Analyste des données Investissements d'Avenir H/F,Analyste des données Investissements d'Avenir H/F - Paris (75) - Indeed.fr,ANR,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste,Analyste - 75006 Paris 6e - Indeed.fr,Conserto,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chargé(e) d'études statisques pilotage RH (H/F) – Paris-(H/F),Chargé(e) d'études statisques pilotage RH (H/F) – Paris-(H/F) - Paris (75) - Indeed.fr,Crédit Du Nord,Groupe Crédit du Nord,125,"3,8","3,8","3,7","3,4","3,3","3,5"
Chef de Projets BI / BIG DATA Paris H/F,Chef de Projets BI / BIG DATA Paris H/F - Paris (75) - Indeed.fr,Talentissim,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Alternant Data Analyst,Alternant Data Analyst - 92200 Neuilly-sur-Seine - Indeed.fr,Grant Thornton,Grant Thornton,1,"3,8","3,5","3,4","3,4","3,4","3,6"
Data Analyst (H/F),Data Analyst (H/F) - Paris (75) - Indeed.fr,MFG Labs,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Analyste quantitatif(ve)/Statisticien(ne), Science des données","Analyste quantitatif(ve)/Statisticien(ne), Science des données - Paris (75) - Indeed.fr",Google,Google,2,"4,3","4,2","4,0","3,6","3,9","4,2"
Assistant Data Analyst H/F,Assistant Data Analyst H/F - Montrouge (92) - Indeed.fr,CA CIB FRANCE,Ca Cib France,11,"3,5","3,3","3,3","3,5","3,5","3,4"
Data Analytics - Teacher Assistant,Data Analytics - Teacher Assistant - 75011 Paris 11e - Indeed.fr,Ironhack School,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Digital Analyst H/F,Digital Analyst H/F - 92300 Levallois-Perret - Indeed.fr,CMI Digital,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Quantitative Analyst/Statistician, Data Science","Quantitative Analyst/Statistician, Data Science - Paris (75) - Indeed.fr",Google,Google,2,"4,3","4,2","4,0","3,6","3,9","4,2"
HR Data Analyst - Chef de projet Formation H/F,HR Data Analyst - Chef de projet Formation H/F - Boulogne-Billancourt (92) - Indeed.fr,Solocal Group,Solocal Group,39,"3,4","3,5","3,7","2,6","2,8","3,1"
Junior Data analyst / Freelance,Junior Data analyst / Freelance - Paris (75) - Indeed.fr,Intuition IT Solutions Ltd.,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Data Analyst, Global Supply Analytics, Analytics","Data Analyst, Global Supply Analytics, Analytics - Paris (75) - Indeed.fr",Criteo,CRITEO,43,"4,0","3,9","3,9","3,1","2,9","4,0"
Assistant / Assistante RH et Reporting - Gestion des Talents (H/F),Assistant / Assistante RH et Reporting - Gestion des Talents (H/F) - Boulogne-Billancourt (92) - Indeed.fr,Renault,Renault,3,"4,0","3,9","3,7","3,5","3,6","3,8"
Business Analyst H/F,Business Analyst H/F - 92100 Boulogne-Billancourt - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
TECH LEAD JAVA ET RISQUES DE CRÉDIT H/F,TECH LEAD JAVA ET RISQUES DE CRÉDIT H/F - Montreuil (93) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Growth Analyst,Growth Analyst - Paris (75) - Indeed.fr,Drivy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Financial Analyst (Junior) - startup (Internship/apprenticeship),Financial Analyst (Junior) - startup (Internship/apprenticeship) - Paris (75) - Indeed.fr,FAMOCO,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Workforce Analyst,Workforce Analyst - Neuilly-sur-Seine (92) - Indeed.fr,XPO Logistics,XPO Logistics,4,"3,3","3,1","3,2","2,9","2,9","3,1"
Assistant(e) Data Officer - H/F,Assistant(e) Data Officer - H/F - Courbevoie (92) - Indeed.fr,Total,Total,1,"3,9","3,7","3,6","3,4","3,5","3,6"
Digital Analyst,Digital Analyst - Paris (75) - Indeed.fr,Avisia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Analyst,Business Analyst - Paris (75) - Indeed.fr,Doctrine,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DATA ANALYST / Freelance,DATA ANALYST / Freelance - Paris (75) - Indeed.fr,AMETIX,AMETIX,2,"4,5","4,5","4,5","4,5","4,5","4,5"
Lead Data Analyst,Lead Data Analyst - Paris (75) - Indeed.fr,PayFit,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Freelance Online course creator,Data Freelance Online course creator - Paris (75) - Indeed.fr,OpenClassrooms,OpenClassrooms,9,"4,0","4,3","3,2","3,8","4,2","3,7"
Quantitative Analyst – Systematic trading,Quantitative Analyst – Systematic trading - Paris (75) - Indeed.fr,RiskTech Financial Services,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TECH LEAD JAVA ET RISQUES DE CRÉDIT H/F,TECH LEAD JAVA ET RISQUES DE CRÉDIT H/F - Montreuil (93) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
DATA QUALITY ANALYST H/F,DATA QUALITY ANALYST H/F - Paris (75) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Business Analyst H/F,Business Analyst H/F - 92100 Boulogne-Billancourt - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Business analyst H/F,Business analyst H/F - Paris (75) - Indeed.fr,FINALCAD,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Junior Data Analyst,Junior Data Analyst - Paris 2e (75) - Indeed.fr,vroom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Financial analyst,Financial analyst - Paris (75) - Indeed.fr,Dataiku,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Calderys Financial Analyst,Calderys Financial Analyst - Paris (75) - Indeed.fr,Imerys,Imerys,245,"4,0","3,7","3,9","3,5","3,5","3,7"
CAT Quantitative Analyst - (F/H) - Internship,CAT Quantitative Analyst - (F/H) - Internship - Paris (75) - Indeed.fr,AXA General Insurance,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
