Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Trading Support Analyst,Trading Support Analyst - Paris (75) - Indeed.fr,Radley James,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Data Analyst H/F,Data Analyst H/F - 92290 Châtenay-Malabry - Indeed.fr,Verisure par Securitas Direct,Verisure par Securitas Direct,204,"4,0","3,3","3,8","4,0","3,8","4,0"
Data Ops Engineer H/F,Data Ops Engineer H/F - 92300 Levallois-Perret - Indeed.fr,Jellysmack,Jellysmack,11,"4,4","4,2","4,0","4,1","4,2","4,4"
Stagiaire Data Analyste H/F,Stagiaire Data Analyste H/F - Paris (75) - Indeed.fr,JobTeaser,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
H/F Analyste Marketing et Digital,H/F Analyste Marketing et Digital - Issy-les-Moulineaux (92) - Indeed.fr,Absys Cyborg,ABSYS CYBORG,15,"3,5","3,5","2,5","2,8","2,8","3,4"
Business Analyst H/F (Paris 13ème),Business Analyst H/F (Paris 13ème) - Le Plessis-Robinson (92) - Indeed.fr,Econocom,Econocom,84,"3,0","3,0","2,5","2,5","2,7","2,7"
Finance / Data Management Business Analyst (F/H) - PARIS,Finance / Data Management Business Analyst (F/H) - PARIS - Paris (75) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
ANALYSTE STRATÉGIQUE PERFORMANCE ACHAT - H/F,ANALYSTE STRATÉGIQUE PERFORMANCE ACHAT - H/F - Pantin (93) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
Data Scientist (h/f) - Paris,Data Scientist (h/f) - Paris - Paris (75) - Indeed.fr,Maisons du Monde,Maisons du Monde,330,"3,5","3,3","3,1","2,8","3,0","3,3"
Analyste Data CRM,Analyste Data CRM - 92230 Gennevilliers - Indeed.fr,Spring,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Engineer Finance F/H,Data Engineer Finance F/H - Le Plessis-Robinson (92) - Indeed.fr,RENAULT SAS,Renault,3,"4,0","3,9","3,7","3,5","3,6","3,8"
Marketing Data Analyst,Marketing Data Analyst - Paris (75) - Indeed.fr,Data Recrutement,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Analyst Big Data F/H,Business Analyst Big Data F/H - Paris 8e (75) - Indeed.fr,BIA CONSULTING,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Trading Support Analyst,Trading Support Analyst - Paris (75) - Indeed.fr,Radley James,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst - Projets Supply Chain. H/F,Data Analyst - Projets Supply Chain. H/F - Île-de-France - Indeed.fr,Exolys,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DATA SCIENTIST H/F,DATA SCIENTIST H/F - Levallois-Perret (92) - Indeed.fr,BNP Paribas Personal Finance,BNP Paribas Personal Finance,96,"4,0","4,0","3,9","3,6","3,6","3,8"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Data Analyst - Projets Supply Chain. H/F,Data Analyst - Projets Supply Chain. H/F - Île-de-France - Indeed.fr,Exolys,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Data Analyst H/F,Data Analyst H/F - 92290 Châtenay-Malabry - Indeed.fr,Verisure par Securitas Direct,Verisure par Securitas Direct,204,"4,0","3,3","3,8","4,0","3,8","4,0"
Data Analyst H/F,Data Analyst H/F - Boulogne-Billancourt (92) - Indeed.fr,Solocal Group,Solocal Group,39,"3,4","3,5","3,7","2,6","2,8","3,1"
Stagiaire Data Analyste H/F,Stagiaire Data Analyste H/F - 75009 Paris 9e - Indeed.fr,JobTeaser,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Financial Data Analyst H/F,Financial Data Analyst H/F - Courbevoie (92) - Indeed.fr,Lagardère Travel Retail Duty Free Global,LAGARDERE TRAVEL RETAIL,120,"3,6","3,2","3,4","3,1","3,3","3,5"
DATA QUALITY ANALYST H/F,DATA QUALITY ANALYST H/F - Paris (75) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
"Growth Revenue Management Analyst , CDI, H/F","Growth Revenue Management Analyst , CDI, H/F - Colombes (92) - Indeed.fr",PepsiCo,PepsiCo,11,"3,9","3,5","3,8","3,5","3,4","3,7"
Business Analyst (H/F),Business Analyst (H/F) - Paris (75) - Indeed.fr,TechnipFMC,TechnipFMC,1,"4,0","3,9","3,9","3,4","3,6","3,8"
Data Engineer Finance (H/F),Data Engineer Finance (H/F) - Le Plessis-Robinson (92) - Indeed.fr,Renault,Renault,3,"4,0","3,9","3,7","3,5","3,6","3,8"
BUSINESS ANALYST F/H,BUSINESS ANALYST F/H - Paris 14e (75) - Indeed.fr,CANDIA,CANDIA,25,"3,6","3,3","3,0","2,9","2,9","3,1"
Data scientist revenue management (F ou H),Data scientist revenue management (F ou H) - Hauts-de-Seine - Indeed.fr,SNCF,SNCF,905,"3,9","3,9","3,7","3,7","3,5","3,9"
V.I.E Analyst Structured Finance Sydney et Londres (H/F),V.I.E Analyst Structured Finance Sydney et Londres (H/F) - Paris (75) - Indeed.fr,HSBC,HSBC,11,"4,0","3,9","3,8","3,6","3,7","3,9"
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,La Relève,La Relève,3,"4,7","4,0","4,5","4,0","4,0","4,0"
Business analyst,Business analyst - Paris (75) - Indeed.fr,MONETA,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DATA SCIENTIST H/F,DATA SCIENTIST H/F - Levallois-Perret (92) - Indeed.fr,BNP Paribas Personal Finance,BNP Paribas Personal Finance,96,"4,0","4,0","3,9","3,6","3,6","3,8"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Business Analyst H/F,Business Analyst H/F - 92300 Levallois-Perret - Indeed.fr,Jellysmack,Jellysmack,11,"4,4","4,2","4,0","4,1","4,2","4,4"
DATA QUALITY ANALYST H/F,DATA QUALITY ANALYST H/F - Paris (75) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
Stagiaire Data Analyste H/F,Stagiaire Data Analyste H/F - Paris (75) - Indeed.fr,JobTeaser,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Revenue management analyst F/H,Revenue management analyst F/H - Paris 1er (75) - Indeed.fr,L’olivier – assurance auto,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Revenue management analyst,Revenue management analyst - Paris (75) - Indeed.fr,L'Olivier Assurances,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste Revenue Assurance H/F,Analyste Revenue Assurance H/F - 92360 Meudon - Indeed.fr,Bouygues Telecom,Bouygues Telecom,524,"3,8","3,6","3,6","3,2","3,4","3,8"
CZ - Business Analyst,CZ - Business Analyst - 92016 Nanterre - Indeed.fr,ADP,ADP,4,"3,9","3,7","3,8","3,4","3,4","3,7"
Business Analyst F/H,Business Analyst F/H - Boulogne-Billancourt (92) - Indeed.fr,CEGEDIM,CEGEDIM,69,"2,9","2,8","2,7","2,6","2,4","2,6"
CDI_Analyste Décisionnel Santé (H/F),CDI_Analyste Décisionnel Santé (H/F) - Paris 15e (75) - Indeed.fr,Mutualite française,Mutualite française,18,"3,0","2,8","2,6","2,8","2,6","2,8"
AGILE BUSINESS ANALYST-(H/F),AGILE BUSINESS ANALYST-(H/F) - Fontenay-sous-Bois (94) - Indeed.fr,Société Générale,Société Générale,2,"3,9","3,8","3,6","3,6","3,5","3,7"
STAGE ASAP : Junior Revenue Analyst H/F,STAGE ASAP : Junior Revenue Analyst H/F - Paris (75) - Indeed.fr,Eurosport,Eurosport,23,"4,1","3,8","3,7","3,6","3,6","3,7"
Fund Valuation Analyst,Fund Valuation Analyst - Paris (75) - Indeed.fr,Capital Management Fund,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Human Resources Data Analyst,Human Resources Data Analyst - Boulogne-Billancourt (92) - Indeed.fr,CWT,CWT,35,"3,4","3,5","2,8","2,9","3,3","3,2"
Data Analyst - Projets Supply Chain. H/F,Data Analyst - Projets Supply Chain. H/F - Île-de-France - Indeed.fr,Exolys,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Junior Data Analyst,Junior Data Analyst - Paris 2e (75) - Indeed.fr,vroom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Data Analyst - Projets Supply Chain. H/F,Data Analyst - Projets Supply Chain. H/F - Île-de-France - Indeed.fr,Exolys,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst H/F,Data Analyst H/F - 92290 Châtenay-Malabry - Indeed.fr,Verisure par Securitas Direct,Verisure par Securitas Direct,204,"4,0","3,3","3,8","4,0","3,8","4,0"
Stagiaire Data Analyste H/F,Stagiaire Data Analyste H/F - 75009 Paris 9e - Indeed.fr,JobTeaser,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STAGE OU ALTERNANCE - ASSISTANT WEB ANALYST JUNIOR F/H,STAGE OU ALTERNANCE - ASSISTANT WEB ANALYST JUNIOR F/H - Ivry-sur-Seine (94) - Indeed.fr,Fnac-Darty,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Marketing Performance Data Analyst,Marketing Performance Data Analyst - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
Offre de stage / alternance - Analyste Financier (H/F) - FinKey,Offre de stage / alternance - Analyste Financier (H/F) - FinKey - Paris (75) - Indeed.fr,Finkey,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage Analyste junior Cybersécurité (H/F),Stage Analyste junior Cybersécurité (H/F) - Bezons (95) - Indeed.fr,Atos,ATOS,2,"3,6","3,6","3,3","3,2","3,2","3,4"
STAGE CONSULTANT EN MANAGEMENT,STAGE CONSULTANT EN MANAGEMENT - 75008 Paris 8e - Indeed.fr,KYU,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Campus Day - Alternance - Assistant(e) Analyste Supply Chain H/F,Campus Day - Alternance - Assistant(e) Analyste Supply Chain H/F - Paris 17e (75) - Indeed.fr,Clarins,Clarins UK Ltd,222,"4,0","3,8","3,9","3,6","3,7","4,0"
STAGE – ANALYSTE VENTURE CAPITAL – FONDS NUMERIQUE,STAGE – ANALYSTE VENTURE CAPITAL – FONDS NUMERIQUE - 75009 Paris 9e - Indeed.fr,Bpifrance,Bpifrance,32,"3,9","4,0","3,5","3,5","3,5","3,6"
Strategy and Innovation Analyst,Strategy and Innovation Analyst - Paris (75) - Indeed.fr,AXA Partners Holding,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stage - Analyste Cyber Threat intelligence H/F,Stage - Analyste Cyber Threat intelligence H/F - La Défense (92) - Indeed.fr,intrinsec,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Human Resources Data Analyst,Human Resources Data Analyst - Boulogne-Billancourt (92) - Indeed.fr,CWT,CWT,35,"3,4","3,5","2,8","2,9","3,3","3,2"
Business Analyst H/F,Business Analyst H/F - 92300 Levallois-Perret - Indeed.fr,Jellysmack,Jellysmack,11,"4,4","4,2","4,0","4,1","4,2","4,4"
DATA QUALITY ANALYST H/F,DATA QUALITY ANALYST H/F - Paris (75) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
DATA QUALITY ANALYST H/F,DATA QUALITY ANALYST H/F - Paris (75) - Indeed.fr,BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
Junior Data Analyst,Junior Data Analyst - Paris 2e (75) - Indeed.fr,vroom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Un(e) stagiaire Assistant(e) Web Analyst H/F,Un(e) stagiaire Assistant(e) Web Analyst H/F - Paris (75) - Indeed.fr,MRM // McCann (Paris),,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Trainee Reporting and Cash analyst Europe,Trainee Reporting and Cash analyst Europe - Saint-Ouen (93) - Indeed.fr,ALSTOM,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste Market Intelligence,Analyste Market Intelligence - Louveciennes (78) - Indeed.fr,APTAR Pharma,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SEA Analyst,SEA Analyst - Paris (75) - Indeed.fr,Forward3D,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STAGE – Analyste développeur Datastage PX (H/F),STAGE – Analyste développeur Datastage PX (H/F) - Paris (75) - Indeed.fr,BPCE SA,Groupe Bpce,43,"3,7","3,8","3,5","3,3","3,1","3,3"
Stage : Consultant développement Java/J2EE H/F,Stage : Consultant développement Java/J2EE H/F - Paris (75) - Indeed.fr,CGI,CGI Group,2,"3,7","3,7","3,5","3,3","3,3","3,5"
Analyste Web (H/F),Analyste Web (H/F) - Marne-la-Vallée (77) - Indeed.fr,Disneyland Paris,Disneyland Paris,597,"4,0","3,7","3,5","3,6","3,6","4,2"
Marketing Analyst - Intern,Marketing Analyst - Intern - Paris (75) - Indeed.fr,Imerys,Imerys,245,"4,0","3,7","3,9","3,5","3,5","3,7"
Analyste fonctionnel SI junior Projets internationaux- Stage fin d'études en pré-embauche F/H,Analyste fonctionnel SI junior Projets internationaux- Stage fin d'études en pré-embauche F/H - Saint-Denis (93) - Indeed.fr,Vinci Energies,Vinci Energies,94,"3,9","3,7","3,7","3,6","3,6","3,9"
Financial Data Analyst H/F,Financial Data Analyst H/F - Courbevoie (92) - Indeed.fr,Lagardère Travel Retail Duty Free Global,LAGARDERE TRAVEL RETAIL,120,"3,6","3,2","3,4","3,1","3,3","3,5"
Data Analyst - Projets Supply Chain. H/F,Data Analyst - Projets Supply Chain. H/F - Île-de-France - Indeed.fr,Exolys,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste Mainframe (H/F),Analyste Mainframe (H/F) - Paris (75) - Indeed.fr,Infotel,Infotel,20,"3,2","3,0","3,0","2,9","2,9","3,0"
Business Analyst H/F,Business Analyst H/F - 92100 Boulogne-Billancourt - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Junior Data Analyst,Junior Data Analyst - Paris 2e (75) - Indeed.fr,vroom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Business Analyst H/F,Business Analyst H/F - 92100 Boulogne-Billancourt - Indeed.fr,TechSell,Techsell,36,"3,6","3,7","3,4","3,0","3,6","3,7"
Marketing Performance Data Analyst,Marketing Performance Data Analyst - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
Analyste Fonctionnel BI (H/F),Analyste Fonctionnel BI (H/F) - Saint-Ouen (93) - Indeed.fr,ENGIE IT,ENGIE IT,2,"3,5","3,5","3,5","3,5","3,5","3,5"
Data Engineer - Intern (6months),Data Engineer - Intern (6months) - Paris (75) - Indeed.fr,Dailymotion,Dailymotion,10,"3,9","4,0","3,4","3,1","3,3","4,5"
Analyste fonctionnel SI junior Projets internationaux- Stage fin d'études en pré-embauche F/H,Analyste fonctionnel SI junior Projets internationaux- Stage fin d'études en pré-embauche F/H - Saint-Denis (93) - Indeed.fr,VINCI energies,Vinci Energies,94,"3,9","3,7","3,7","3,6","3,6","3,9"
Développeur BI junior F/H,Développeur BI junior F/H - Suresnes (92) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
Analyste Fonctionnel BI Microsoft (H/F),Analyste Fonctionnel BI Microsoft (H/F) - Saint-Ouen (93) - Indeed.fr,ENGIE IT,ENGIE IT,2,"3,5","3,5","3,5","3,5","3,5","3,5"
Développeur Big Data / Python (H/F),Développeur Big Data / Python (H/F) - Saint-Ouen (93) - Indeed.fr,ENGIE IT,ENGIE IT,2,"3,5","3,5","3,5","3,5","3,5","3,5"
CDI - Analyste Développeur junior Moody's (H/F),CDI - Analyste Développeur junior Moody's (H/F) - Paris (75) - Indeed.fr,BPCE SA,Groupe Bpce,43,"3,7","3,8","3,5","3,3","3,1","3,3"
Stage de fin d'études : Data Science / Machine learning H/F,Stage de fin d'études : Data Science / Machine learning H/F - Hauts-de-Seine - Indeed.fr,Direction Générale de la Gendarmerie Nationale (DGGN),,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"STAGE - DÉVELOPPEUR CONCEPTEUR REPORTING, H/F","STAGE - DÉVELOPPEUR CONCEPTEUR REPORTING, H/F - Montreuil (93) - Indeed.fr",BNP Paribas,BNP Paribas,2,"3,9","3,9","3,7","3,6","3,5","3,8"
Data Analyst H/F,Data Analyst H/F - 92290 Châtenay-Malabry - Indeed.fr,Verisure par Securitas Direct,Verisure par Securitas Direct,204,"4,0","3,3","3,8","4,0","3,8","4,0"
Business Analyst H/F,Business Analyst H/F - 92300 Levallois-Perret - Indeed.fr,Jellysmack,Jellysmack,11,"4,4","4,2","4,0","4,1","4,2","4,4"
Business analyst H/F,Business analyst H/F - Paris (75) - Indeed.fr,FINALCAD,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Analyste Data & Digital Media H/F,Analyste Data & Digital Media H/F - Paris (75) - Indeed.fr,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58,"4,0","3,7","3,3","3,4","3,5","3,7"
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Data Analyst H/F,Data Analyst H/F - 92290 Châtenay-Malabry - Indeed.fr,Verisure par Securitas Direct,Verisure par Securitas Direct,204,"4,0","3,3","3,8","4,0","3,8","4,0"
Junior Data Analyst,Junior Data Analyst - Paris 2e (75) - Indeed.fr,vroom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst,Data Analyst - Paris (75) - Indeed.fr,L’olivier – assurance auto,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst (H/F),Data Analyst (H/F) - Boulogne-Billancourt (92) - Indeed.fr,Solocal Group,Solocal Group,39,"3,4","3,5","3,7","2,6","2,8","3,1"
Stagiaire Data Analyste H/F,Stagiaire Data Analyste H/F - Paris (75) - Indeed.fr,JobTeaser,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst Supply Chain F/H,Data Analyst Supply Chain F/H - 93160 Noisy-le-Grand - Indeed.fr,Keltis SAS,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Finance / Data Management Business Analyst (F/H) - PARIS,Finance / Data Management Business Analyst (F/H) - PARIS - Paris (75) - Indeed.fr,AXA,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
CDI - Analyste Développeur junior – Java (H/F),CDI - Analyste Développeur junior – Java (H/F) - Paris (75) - Indeed.fr,BPCE SA,Groupe Bpce,43,"3,7","3,8","3,5","3,3","3,1","3,3"
Sr. Business Strategy Analyst,Sr. Business Strategy Analyst - Paris (75) - Indeed.fr,Vestiaire Collective,vestiaire collective,2,"4,0","4,5","3,5","3,0","3,0","5,0"
Docteur Junior R&D (H/F) - Data Scientist - DPH-DTS,Docteur Junior R&D (H/F) - Data Scientist - DPH-DTS - Paris (75) - Indeed.fr,RD2 CONSEIL,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Engineer Business - Data Engineering Team,Data Engineer Business - Data Engineering Team - Paris (75) - Indeed.fr,Deezer,DEEZER,6,"4,2","4,5","4,0","4,0","4,0","4,5"
Privacy Engineer (Analyst) (H/F),Privacy Engineer (Analyst) (H/F) - Rueil-Malmaison (92) - Indeed.fr,Schneider Electric,Schneider Electric,2,"4,0","3,8","3,8","3,4","3,5","3,8"
Data Engineer/ Développeur Odoo,Data Engineer/ Développeur Odoo - Paris 2e (75) - Indeed.fr,Advise,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Intelligent Computing Branding Manager M/F - Marketing Manager,Intelligent Computing Branding Manager M/F - Marketing Manager - Boulogne-Billancourt (92) - Indeed.fr,Huawei Technologies France,Huawei,2,"3,8","3,3","3,6","3,3","3,3","3,4"
Data Ops Engineer H/F,Data Ops Engineer H/F - 92300 Levallois-Perret - Indeed.fr,Jellysmack,Jellysmack,11,"4,4","4,2","4,0","4,1","4,2","4,4"
Data Scientist Junior H/F,Data Scientist Junior H/F - Saint-Denis (93) - Indeed.fr,Valeo,Valeo,2,"4,0","3,6","3,9","3,4","3,5","3,7"
Product Data Analyst - BI - H/F,Product Data Analyst - BI - H/F - Paris (75) - Indeed.fr,Cegid,CEGID,36,"3,4","3,6","3,2","2,9","3,1","3,3"
Intelligent Computing Branding Manager M/F - Marketing Manager,Intelligent Computing Branding Manager M/F - Marketing Manager - Boulogne-Billancourt (92) - Indeed.fr,Huawei Technologies France,Huawei,2,"3,8","3,3","3,6","3,3","3,3","3,4"
Junior Data Analyst,Junior Data Analyst - Paris 2e (75) - Indeed.fr,vroom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst / Data Visualisation Consultant (F/H),Data Analyst / Data Visualisation Consultant (F/H) - Paris (75) - Indeed.fr,Novencia,Novencia,5,"5,0","5,0","5,0","5,0","5,0","5,0"
Business analyst H/F,Business analyst H/F - Paris (75) - Indeed.fr,FINALCAD,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Data Analyst Marketing Senior,Data Analyst Marketing Senior - Rueil-Malmaison (92) - Indeed.fr,LSA Courtage,LSA Courtage,10,"3,6","3,7","2,6","2,9","2,9","3,1"
Data Management - Mesure de performance - CDD,Data Management - Mesure de performance - CDD - Paris (75) - Indeed.fr,Rothschild & Co,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Business Process Analyste H/F (PTXI-BPATAR-3410),Business Process Analyste H/F (PTXI-BPATAR-3410) - 92800 Puteaux - Indeed.fr,Bolloré Group,Bolloré Group,88,"3,5","3,3","3,4","3,0","3,1","3,3"
Life Internal Model & IFRS17 Analyst - (F/H),Life Internal Model & IFRS17 Analyst - (F/H) - Paris (75) - Indeed.fr,AXA General Insurance,AXA,1,"3,9","3,8","3,6","3,4","3,5","3,7"
