Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
DATA SCIENTIST H/F,DATA SCIENTIST H/F - LA DÉFENSE (92) - INDEED.FR,GEM,GEM,38.0,"4,3","4,1","4,1","3,6","3,9","3,9"
DEVELOPER BI (M/F),DEVELOPER BI (M/F) - MARNE-LA-VALLÉE (77) - INDEED.FR,Keyrus,Keyrus,10.0,"3,8","3,4","3,0","2,8","3,2","3,2"
WEB ANALYST (M/F),WEB ANALYST (M/F) - LEVALLOIS-PERRET (92) - INDEED.FR,365Talents,,,,,,,,
BUSINESS ANALYSTE - DATA SCIENTIST AMO / BIG DATA PN F/H,BUSINESS ANALYSTE - DATA SCIENTIST AMO / BIG DATA PN F/H - ROISSY-EN-FRANCE (95) - INDEED.FR,Keyrus,Keyrus,10.0,"3,8","3,4","3,0","2,8","3,2","3,2"
ANALYSTE DATA QUALITY PERSONNES MORALES,ANALYSTE DATA QUALITY PERSONNES MORALES - PARIS (75) - INDEED.FR,Talan,Talan,9.0,"3,2","3,4","3,1","3,2","2,9","3,1"
RISK MANAGEMENT & REGULATORY BUSINESS ANALYST,RISK MANAGEMENT & REGULATORY BUSINESS ANALYST - PARIS (75) - INDEED.FR,MF CONSULTING,,,,,,,,
,,MyScienceWork,,,,,,,,
,,La Javaness,,,,,,,,
,,Polyconseil,,,,,,,,
ANALYSTE SOC F/H,ANALYSTE SOC F/H - SAINT-CLOUD (92) - INDEED.FR,L'AgenceRP,,,,,,,,
CONSULTANT(E) CONFIRMÉ(E) DATA ANALYST / DATA SCIENCE (H/F),CONSULTANT(E) CONFIRMÉ(E) DATA ANALYST / DATA SCIENCE (H/F) - PARIS (75) - INDEED.FR,Philips,Philips,3.0,"4,0","3,9","3,9","3,5","3,6","3,8"
WEB ANALYSTE - H/F,WEB ANALYSTE - H/F - PARIS (75) - INDEED.FR,Askovet,,,,,,,,
CHARGE DE PERFORMANCE DECISIONNELLE H/F,CHARGE DE PERFORMANCE DECISIONNELLE H/F - BOULOGNE-BILLANCOURT (92) - INDEED.FR,Presans,,,,,,,,
BUSINESS ANALYST CONFIRMÉ (H/F),BUSINESS ANALYST CONFIRMÉ (H/F) - PARIS (75) - INDEED.FR,FOVEA PROCESS,,,,,,,,
DATA QUALITY MANAGER-(H/F),DATA QUALITY MANAGER-(H/F) - FONTENAY-SOUS-BOIS (94) - INDEED.FR,Hotel Direct Booster,,,,,,,,
DATA ANALYST,DATA ANALYST - PARIS 19E (75) - INDEED.FR,Keyrus,Keyrus,10.0,"3,8","3,4","3,0","2,8","3,2","3,2"
,,Azeo Talents & Technology,,,,,,,,
,,Qlik,,,,,,,,
BUSINESS ANALYST,BUSINESS ANALYST - PARIS (75) - INDEED.FR,McKinsey & Company,McKinsey & Company,439.0,"4,3","3,6","4,3","3,9","4,0","4,1"
SENIOR DATA ANALYST,SENIOR DATA ANALYST - PARIS (75) - INDEED.FR,ASTEK,Astek,13.0,"3,8","3,8","3,5","3,2","3,2","3,0"
CHARGE(E) D'ETUDES / ANALYST H/F,CHARGE(E) D'ETUDES / ANALYST H/F - 92100 BOULOGNE-BILLANCOURT - INDEED.FR,Keyrus,Keyrus,10.0,"3,8","3,4","3,0","2,8","3,2","3,2"
"DATA SYSTEMS ENGINEER, ENGINEERING - SITE RELIABILITY","DATA SYSTEMS ENGINEER, ENGINEERING - SITE RELIABILITY - PARIS (75) - INDEED.FR",Keyrus,Keyrus,10.0,"3,8","3,4","3,0","2,8","3,2","3,2"
SOFTWARE ENGINEER BACKEND & DATA,SOFTWARE ENGINEER BACKEND & DATA - PARIS (75) - INDEED.FR,Coheris,,,,,,,,
BUSINESS ANALYST KYC/LUTTE ANTI-BLANCHIMENT - F/H,BUSINESS ANALYST KYC/LUTTE ANTI-BLANCHIMENT - F/H - 92100 BOULOGNE-BILLANCOURT - INDEED.FR,DataValue Consulting,,,,,,,,
,,Hesperie Conseil,,,,,,,,
CHARGÉ(E) D’ETUDES STATISTIQUES,CHARGÉ(E) D’ETUDES STATISTIQUES - PARIS (75) - INDEED.FR,AI PARTNERS,,,,,,,,
DATA SCIENTIST H/F,DATA SCIENTIST H/F - PARIS (75) - INDEED.FR,S&H,,,,,,,,
CHARGÉ D’ÉTUDES / ANALYSTE STATISTIQUES F/H,CHARGÉ D’ÉTUDES / ANALYSTE STATISTIQUES F/H - PARIS 1ER (75) - INDEED.FR,NATIXIS,Groupe Bpce,43.0,"3,7","3,8","3,5","3,3","3,1","3,3"
SENIOR BUSINESS ANALYST H/F,SENIOR BUSINESS ANALYST H/F - NEUILLY-SUR-SEINE (92) - INDEED.FR,Air Liquide,Air Liquide,1.0,"3,8","3,7","3,7","3,3","3,4","3,6"
CDI - ANALYSTE DÉVELOPPEUR CONFIRMÉ – BIG DATA (H/F),CDI - ANALYSTE DÉVELOPPEUR CONFIRMÉ – BIG DATA (H/F) - PARIS (75) - INDEED.FR,GREENFLEX,greenflex,3.0,"3,7","3,0","3,3","3,0","3,7","4,0"
DÉVELOPPEUR / ANALYSTE BACK END H/F,DÉVELOPPEUR / ANALYSTE BACK END H/F - PARIS (75) - INDEED.FR,Kayrros,,,,,,,,
SOURCING ANALYST,SOURCING ANALYST - 93400 SAINT-OUEN - INDEED.FR,KYU,,,,,,,,
,,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
,,Galeries Lafayette - LE BHV MARAIS,Galeries Lafayette,465.0,"4,0","3,8","3,5","3,4","3,6","3,8"
DEVELOPPEUR / ANALYSTE FONCTIONNEL H/F,DEVELOPPEUR / ANALYSTE FONCTIONNEL H/F - AUBERVILLIERS (93) - INDEED.FR,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
DATA ANALYSTE SENIOR- SECTEUR ASSURANCES H/F,DATA ANALYSTE SENIOR- SECTEUR ASSURANCES H/F - LA DÉFENSE (92) - INDEED.FR,Netatmo,Netatmo,3.0,"4,0","4,3","3,7","3,0","3,7","4,7"
DATA ANALYST,DATA ANALYST - PARIS (75) - INDEED.FR,Expertime,EXPERTIME,6.0,"4,2","4,2","3,8","3,0","3,6","4,0"
DATA SCIENTIST H/F,DATA SCIENTIST H/F - PARIS (75) - INDEED.FR,La Mutuelle Générale,La Mutuelle Générale,19.0,"3,3","3,6","2,9","2,6","2,8","2,7"
CONSULTANT BUSINESS ANALYST ALM-T F/H,CONSULTANT BUSINESS ANALYST ALM-T F/H - LEVALLOIS-PERRET (92) - INDEED.FR,ooblada,,,,,,,,
DATA ANALYST H/F,DATA ANALYST H/F - HAUTS-DE-SEINE - INDEED.FR,S&H,,,,,,,,
ANALYSTE FONCTIONNEL BI MICROSOFT F/H,ANALYSTE FONCTIONNEL BI MICROSOFT F/H - SAINT-OUEN (93) - INDEED.FR,Keyrus,Keyrus,10.0,"3,8","3,4","3,0","2,8","3,2","3,2"
,,Ogilvy,Ogilvy & Mather,546.0,"4,1","3,6","3,5","3,5","3,6","4,0"
,,Arval,BNP Paribas,2.0,"3,9","3,9","3,7","3,6","3,5","3,8"
BUSINESS ANALYST SECTEUR TÉLÉCOM F/H,BUSINESS ANALYST SECTEUR TÉLÉCOM F/H - PARIS 1ER (75) - INDEED.FR,Park Indigo,Indigo,26.0,"3,4","3,3","3,0","3,1","3,0","3,3"
DATA SCIENTIST INTERN,DATA SCIENTIST INTERN - PARIS (75) - INDEED.FR,IBM interactive,IBM,24.0,"3,9","3,8","3,5","3,5","3,5","3,7"
"DATA SCIENTIST, PRODUCT ANALYTICS & DATA SCIENCE","DATA SCIENTIST, PRODUCT ANALYTICS & DATA SCIENCE - PARIS (75) - INDEED.FR",Canon,Canon,411.0,"3,8","3,7","3,5","3,3","3,3","3,5"
"DATA SCIENTIST, PRODUCT ANALYTICS & DATA SCIENCE, ANALYTICS","DATA SCIENTIST, PRODUCT ANALYTICS & DATA SCIENCE, ANALYTICS - PARIS (75) - INDEED.FR",Optae,,,,,,,,
DATA WAREHOUSE DEVELOPER,DATA WAREHOUSE DEVELOPER - PARIS (75) - INDEED.FR,AFP,AFP,44.0,"4,0","3,6","3,5","3,5","3,6","3,8"
,,Finastra,,,,,,,,
CONSULTANT INTERNE BI TABLEAU H/F,CONSULTANT INTERNE BI TABLEAU H/F - PARIS (75) - INDEED.FR,Sté Louis Vuitton Services,Louis Vuitton,497.0,"4,0","3,6","3,8","3,6","3,6","3,9"
CONSULTANT INTERNE BI TABLEAU H/F,CONSULTANT INTERNE BI TABLEAU H/F - PARIS (75) - INDEED.FR,Ubisoft,Ubisoft,190.0,"4,0","4,0","3,3","3,4","3,5","4,1"
,,Accenture,Accenture,15.0,"4,0","3,7","3,7","3,8","3,6","3,9"
,,Bolden,,,,,,,,
BUSINESS ANALYST TABLEAU F/H,BUSINESS ANALYST TABLEAU F/H - COURBEVOIE (92) - INDEED.FR,ARTEFACT,Artefact,3.0,"5,0","5,0","4,7","4,7","5,0","4,7"
HEALTH INFORMATION ANALYST,HEALTH INFORMATION ANALYST - PARIS (75) - INDEED.FR,Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0"
,,Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0"
BUSINESS ANALYST EXPERT H/F,BUSINESS ANALYST EXPERT H/F - PARIS (75) - INDEED.FR,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
HEAD OF DATA ANALYTICS (PARIS),HEAD OF DATA ANALYTICS (PARIS) - PARIS (75) - INDEED.FR,Total,Total,1.0,"3,9","3,7","3,6","3,4","3,5","3,6"
BUSINESS ANALYST F/H,BUSINESS ANALYST F/H - NANTERRE (92) - INDEED.FR,Mettler Toledo,METTLER TOLEDO,244.0,"3,8","3,6","3,5","3,3","3,2","3,4"
ANDROID DEVELOPER (H/F) - CDI PARIS #KOTLIN,ANDROID DEVELOPER (H/F) - CDI PARIS #KOTLIN - PARIS (75) - INDEED.FR,Altavia,ALTAVIA,9.0,"4,3","4,1","3,7","3,6","3,7","4,2"
,,Solog,,,,,,,,
CDI - CAMPAIGN MANAGER H/F,CDI - CAMPAIGN MANAGER H/F - PARIS (75) - INDEED.FR,AUDEVARD,,,,,,,,
SENIOR BUSINESS INTELLIGENCE ANALYST (M/F/D) PERFORMANCE ADVERTISING,SENIOR BUSINESS INTELLIGENCE ANALYST (M/F/D) PERFORMANCE ADVERTISING - PARIS (75) - INDEED.FR,Ubisoft,Ubisoft,190.0,"4,0","4,0","3,3","3,4","3,5","4,1"
HEAD OF DATA ANALYTICS (H/F),HEAD OF DATA ANALYTICS (H/F) - PARIS (75) - INDEED.FR,Marsh,Marsh,240.0,"3,7","3,6","3,4","3,1","3,3","3,4"
HEAD OF DATA (H/F),HEAD OF DATA (H/F) - PARIS (75) - INDEED.FR,Azeo Talents & Technology,,,,,,,,
MARKET INTELLIGENCE ANALYST (FRENCH PUBLIC SECTOR),MARKET INTELLIGENCE ANALYST (FRENCH PUBLIC SECTOR) - PARIS (75) - INDEED.FR,Rakuten-France,,,,,,,,
HEAD OF DATA ANALYTICS H/F,HEAD OF DATA ANALYTICS H/F - PARIS (75) - INDEED.FR,CACEIS,Caceis,49.0,"3,8","4,0","3,8","3,1","3,5","3,4"
HEAD OF DATA ANALYTICS H/F,HEAD OF DATA ANALYTICS H/F - PARIS (75) - INDEED.FR,ALTRAN,Altran,309.0,"3,2","3,3","2,9","2,7","2,8","2,9"
DÉVELOPPEUR BI (H/F),DÉVELOPPEUR BI (H/F) - MARNE-LA-VALLÉE (77) - INDEED.FR,Groupe Estia,,,,,,,,
,,Nexton Consulting,Nexton Consulting,2.0,"3,5","4,5","3,0","3,5","4,0","4,0"
"RESEARCH SCIENCE, SENIOR ANALYST","RESEARCH SCIENCE, SENIOR ANALYST - LA DÉFENSE (92) - INDEED.FR",Webedia,WEBEDIA,26.0,"3,8","3,7","3,4","2,9","3,1","3,9"
SENIOR PROFESSIONAL BUSINESS ANALYST,SENIOR PROFESSIONAL BUSINESS ANALYST - PARIS (75) - INDEED.FR,HARNHAM,,,,,,,,
BUSINESS ANALYST DÉMATÉRIALISATION (H/F) / FREELANCE,BUSINESS ANALYST DÉMATÉRIALISATION (H/F) / FREELANCE - HAUTS-DE-SEINE - INDEED.FR,DSI Pôle Emploi,,,,,,,,
LEAD RESEARCHER - SOCIAL DATA INTELLIGENCE (PHARMA),LEAD RESEARCHER - SOCIAL DATA INTELLIGENCE (PHARMA) - PARIS (75) - INDEED.FR,Safran,Safran,1.0,"4,0","4,0","3,9","3,6","3,6","3,8"
BUSINESS ANALYST SAP - @PWC PARIS LA DÉFENSE - CDI EXPERIMENTÉ - H/ F/H,BUSINESS ANALYST SAP - @PWC PARIS LA DÉFENSE - CDI EXPERIMENTÉ - H/ F/H - NEUILLY-SUR-SEINE (92) - INDEED.FR,TEKKIT.IO,,,,,,,,
SENIOR BUSINESS ANALYST H/F,SENIOR BUSINESS ANALYST H/F - 92649 BOULOGNE-BILLANCOURT - INDEED.FR,Linkare,,,,,,,,
GRADUATES - FRENCH SPEAKERS,GRADUATES - FRENCH SPEAKERS - PARIS (75) - INDEED.FR,FISH EYE TECHNOLOGIES,,,,,,,,
SENIOR DATA ANALYST / M&A TRANSACTION SERVICES (H/F),SENIOR DATA ANALYST / M&A TRANSACTION SERVICES (H/F) - PARIS (75) - INDEED.FR,AID intelligence to Data,,,,,,,,
SENIOR BUSINESS ANALYST-(H/F),SENIOR BUSINESS ANALYST-(H/F) - FONTENAY-SOUS-BOIS (94) - INDEED.FR,DAVIDSON PARIS,,,,,,,,
,,SOFALI,,,,,,,,
,,NUTRIXO SERVICES - SIEGE,Vivescia,9.0,"3,1","3,4","3,4","2,8","2,9","3,3"
,,Carrefour,Carrefour,18.0,"3,9","3,7","3,5","3,4","3,5","3,7"
,,Solog,,,,,,,,
FRENCH PAYROLL ANALYST,FRENCH PAYROLL ANALYST - PARIS (75) - INDEED.FR,TRIMANE,,,,,,,,
,,Disneyland Paris,Disneyland Paris,596.0,"4,0","3,7","3,5","3,7","3,6","4,2"
SENIOR DATA ANALYSTE EN TRANSACTION SERVICES,SENIOR DATA ANALYSTE EN TRANSACTION SERVICES - 92400 COURBEVOIE - INDEED.FR,Total,Total,1.0,"3,9","3,7","3,6","3,4","3,5","3,6"
SENIOR FINANCE APPS ANALYST,SENIOR FINANCE APPS ANALYST - SURESNES (92) - INDEED.FR,Talan,Talan,9.0,"3,2","3,4","3,1","3,2","2,9","3,1"
,,Saint-Gobain,Saint-Gobain,2.0,"4,0","3,8","3,8","3,5","3,5","3,8"
,,Carrefour,Carrefour,18.0,"3,9","3,7","3,5","3,4","3,5","3,7"
,,Kpler,,,,,,,,
,,Groupe Yves Rocher,Groupe Yves Rocher,17.0,"4,1","4,1","3,8","3,7","3,8","4,0"
ANALYSTE QUANTITATIF/DATASCIENTIST MODELISATION DES RISQUES H/F-(H/F),ANALYSTE QUANTITATIF/DATASCIENTIST MODELISATION DES RISQUES H/F-(H/F) - LA DÉFENSE (92) - INDEED.FR,Hesperie Conseil,,,,,,,,
,,Doctrine,,,,,,,,
BUSINESS ANALYST RISQUE F/H,BUSINESS ANALYST RISQUE F/H - LEVALLOIS-PERRET (92) - INDEED.FR,GFI,GFI,108.0,"3,3","3,4","2,8","2,8","2,9","3,0"
,,Voodoo,,,,,,,,
FP&A SENIOR ANALYST,FP&A SENIOR ANALYST - 75010 PARIS 10E - INDEED.FR,OCTO Technology,OCTO Technology,5.0,"5,0","5,0","4,6","4,6","5,0","5,0"
"ASSOCIATE, QUANT FINANCE ANALYST, E-FXO","ASSOCIATE, QUANT FINANCE ANALYST, E-FXO - PARIS (75) - INDEED.FR",Aptus Health,Aptus Health,6.0,"2,7","4,2","3,8","2,3","2,2","2,7"
,,Talan,Talan,9.0,"3,2","3,4","3,1","3,2","2,9","3,1"
INFORMATION RISK & SECURITY ANALYST - (F/H) - STAGE,INFORMATION RISK & SECURITY ANALYST - (F/H) - STAGE - PARIS (75) - INDEED.FR,Solog,,,,,,,,
ANALYSTE REPORTING FINANCIER - PROJETS & SYSTÈMES H/F,ANALYSTE REPORTING FINANCIER - PROJETS & SYSTÈMES H/F - PARIS (75) - INDEED.FR,SAP,SAP,1.0,"4,3","4,1","4,0","3,9","3,8","4,1"
SENIOR QUANTITATIVE ANALYST - FIXED INCOME,SENIOR QUANTITATIVE ANALYST - FIXED INCOME - PARIS (75) - INDEED.FR,AXA,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7"
ANALYSTE FONCTIONNEL SI JUNIOR FINANCE SAP- 2 STAGES FIN D'ÉTUDES EN PRÉ-EMBAUCHE F/H,ANALYSTE FONCTIONNEL SI JUNIOR FINANCE SAP- 2 STAGES FIN D'ÉTUDES EN PRÉ-EMBAUCHE F/H - SAINT-DENIS (93) - INDEED.FR,CEGEDIM,CEGEDIM,69.0,"2,9","2,8","2,7","2,6","2,4","2,6"
SENIOR ACTUARIAL ANALYST,SENIOR ACTUARIAL ANALYST - PARIS (75) - INDEED.FR,Disneyland Paris,Disneyland Paris,596.0,"4,0","3,7","3,5","3,7","3,6","4,2"
,,TRIMANE,,,,,,,,
ANALYSTE TACTIQUE RISQUE ET FINANCE - EXPERT VEILLE RÉGLEMENTAIRE-(H/F),ANALYSTE TACTIQUE RISQUE ET FINANCE - EXPERT VEILLE RÉGLEMENTAIRE-(H/F) - LA DÉFENSE (92) - INDEED.FR,HTI,,,,,,,,
,,BNP Paribas Personal Finance,BNP Paribas Personal Finance,96.0,"4,0","4,0","3,9","3,6","3,6","3,8"
,,General Electric,GE Corporate,6.0,"4,1","3,9","3,9","3,5","3,6","3,9"
,,La banque postale,La Banque Postale,373.0,"3,8","3,9","3,6","3,6","3,4","3,6"
,,Gameloft,Gameloft,67.0,"3,8","3,8","3,2","3,0","3,2","3,5"
CREDIT RISK ANALYST – ANACREDIT F/H,CREDIT RISK ANALYST – ANACREDIT F/H - PARIS 1ER (75) - INDEED.FR,Solocal Group,Solocal Group,39.0,"3,4","3,5","3,7","2,6","2,8","3,1"
BUSINESS ANALYST (PILOTAGE COMMERCIAL) H/F,BUSINESS ANALYST (PILOTAGE COMMERCIAL) H/F - 92649 BOULOGNE-BILLANCOURT - INDEED.FR,AGILICIO,,,,,,,,
BUSINESS ANALYST RISQUE DE MARCHÉ F/H,BUSINESS ANALYST RISQUE DE MARCHÉ F/H - PARIS 8E (75) - INDEED.FR,OLX Group,,,,,,,,
COMMERCIAL CONTROLLER AND B.I. ANALYST H/F,COMMERCIAL CONTROLLER AND B.I. ANALYST H/F - LEVALLOIS-PERRET (92) - INDEED.FR,Kayrros,,,,,,,,
HEMA ANALYST ENDO EMEA,HEMA ANALYST ENDO EMEA - VOISINS-LE-BRETONNEUX (78) - INDEED.FR,BNP Paribas,BNP Paribas,2.0,"3,9","3,9","3,7","3,6","3,5","3,8"
METHODS AND DATA ENGINEER,METHODS AND DATA ENGINEER - PARIS (75) - INDEED.FR,Doctolib,Doctolib,4.0,"4,0","3,0","3,5","3,8","4,0","3,3"
BUSINESS/DATA ANALYST H/F,BUSINESS/DATA ANALYST H/F - SEINE-SAINT-DENIS - INDEED.FR,General Electric,GE Corporate,6.0,"4,1","3,9","3,9","3,5","3,6","3,9"
,,AGILICIO,,,,,,,,
,,Selency,,,,,,,,
DATA ANALYST H/F - ACTEUR MAJEUR DE LA DISTRIBUTION SPÉCIALISÉE,DATA ANALYST H/F - ACTEUR MAJEUR DE LA DISTRIBUTION SPÉCIALISÉE - SEINE-SAINT-DENIS - INDEED.FR,Sia Partners,Sia Partners,7.0,"4,0","4,2","4,2","4,0","3,0","4,2"
BUSINESS ANALYST FRONT OFFICE MUREX H/F,BUSINESS ANALYST FRONT OFFICE MUREX H/F - 75009 PARIS 9E - INDEED.FR,HIRE - & HIRE,,,,,,,,
BUSINESS ANALYST FRONT OFFICE SUMMIT OTC H/F,BUSINESS ANALYST FRONT OFFICE SUMMIT OTC H/F - 75009 PARIS 9E - INDEED.FR,HCUBE CONSEIL,,,,,,,,
BUSINESS ANALYST MDM (MASTER DATA MANAGEMENT) F/H,BUSINESS ANALYST MDM (MASTER DATA MANAGEMENT) F/H - GONESSE (95) - INDEED.FR,Anaya,Anaya,10.0,"4,5","4,1","4,0","3,7","4,4","4,5"
INTERNSHIP - GROUP PROJECT OFFICE ANALYST,INTERNSHIP - GROUP PROJECT OFFICE ANALYST - PARIS (75) - INDEED.FR,GlaxoSmithKline,GlaxoSmithKline,3.0,"4,2","4,0","4,1","3,6","3,7","3,9"
IS ANALYST CUSTOMER SERVICE (DANONE IS/IT FOR SALES APPLICATIONS),IS ANALYST CUSTOMER SERVICE (DANONE IS/IT FOR SALES APPLICATIONS) - SAINT-OUEN (93) - INDEED.FR,SHOWROOMPRIVE COM,,,,,,,,
DATA ENGINEER (H/F),DATA ENGINEER (H/F) - PARIS (75) - INDEED.FR,KENT,Kent,47.0,"3,6","3,3","3,0","2,9","3,1","3,2"
,,ADVENTS,,,,,,,,
,,General Electric,GE Corporate,6.0,"4,1","3,9","3,9","3,5","3,6","3,9"
,,Smartpoint,,,,,,,,
,,IT HEAD SEARCH,,,,,,,,
,,Econocom,Econocom,84.0,"3,0","3,0","2,5","2,5","2,7","2,7"
,,Ingeniance,INGENIANCE,18.0,"3,7","3,9","3,8","3,7","3,4","4,0"
,,S&H,,,,,,,,
,,General Electric,GE Corporate,6.0,"4,1","3,9","3,9","3,5","3,6","3,9"
LEAD DATA ENGINEER,LEAD DATA ENGINEER - PARIS (75) - INDEED.FR,Travel Planet,,,,,,,,
MDM (MASTER DATA MANAGEMENT) H/F,MDM (MASTER DATA MANAGEMENT) H/F - MARNE-LA-VALLÉE (77) - INDEED.FR,DeciVision,,,,,,,,
,,Nexton Consulting FR,,,,,,,,
,,SWORD,Sword,13.0,"4,1","3,7","3,2","3,4","3,8","3,7"
,,Solog,,,,,,,,
,,Keyrus,Keyrus,10.0,"3,8","3,4","3,0","2,8","3,2","3,2"
,,UpClear,,,,,,,,
,,Mindshare,Mindshare,111.0,"3,7","3,4","3,4","3,3","3,3","3,9"
,,mc2i,,,,,,,,
LEAD DATA ENGINEER H/F,LEAD DATA ENGINEER H/F - PARIS (75) - INDEED.FR,Davidson consulting,DAVIDSON CONSULTING,9.0,"4,0","3,4","3,0","3,0","3,6","4,3"
,,VINCI energies,Vinci Energies,94.0,"3,9","3,7","3,7","3,6","3,6","3,9"
,,Transdev,Transdev,1.0,"3,4","3,1","3,2","2,9","2,9","3,1"
,,Fayat IT,,,,,,,,
,,ACCELITE,,,,,,,,
,,Oracle,Oracle,4.0,"3,9","3,9","3,6","3,4","3,4","3,6"
,,Tarkett,TARKETT,85.0,"3,1","2,9","3,4","2,8","2,6","2,9"
,,Econocom,Econocom,84.0,"3,0","3,0","2,5","2,5","2,7","2,7"
SRE (SITE RELIABILITY ENGINEER) / DEVOPS (H/F) - CDI PARIS,SRE (SITE RELIABILITY ENGINEER) / DEVOPS (H/F) - CDI PARIS - PARIS (75) - INDEED.FR,Groupe Pierre & Vacances - Center Parcs,Groupe Pierre & Vacances - Center Parcs,58.0,"4,0","3,7","3,3","3,4","3,5","3,7"
DATA RECRUTEUR,DATA RECRUTEUR - PARIS (75) - INDEED.FR,ALTRAN,Altran,309.0,"3,2","3,3","2,9","2,7","2,8","2,9"
ANALYSTE PRODUCT CONTROL H/F,ANALYSTE PRODUCT CONTROL H/F - PARIS (75) - INDEED.FR,Criteo,CRITEO,43.0,"4,0","3,9","3,9","3,1","2,9","4,0"
ANALYSTE SÉCURITÉ,ANALYSTE SÉCURITÉ - MALAKOFF (92) - INDEED.FR,CBRE,CBRE,2.0,"3,8","3,7","3,6","3,3","3,4","3,5"
,,Ingeniance,INGENIANCE,18.0,"3,7","3,9","3,8","3,7","3,4","4,0"
,,Deloitte,Deloitte,7.0,"4,0","3,4","3,7","3,7","3,6","3,8"
,,APTAR Pharma,,,,,,,,
,,OVH,OVH,26.0,"3,6","3,7","4,0","3,4","3,4","3,8"
,,BNP Paribas,BNP Paribas,2.0,"3,9","3,9","3,7","3,6","3,5","3,8"
INGENIEUR ANALYSTE D'EXPLOITATION - CHEOPS F/H,INGENIEUR ANALYSTE D'EXPLOITATION - CHEOPS F/H - PARIS 12E (75) - INDEED.FR,JOBTOBEDONE,,,,,,,,
INGÉNIEUR ETUDES DATA-(H/F),INGÉNIEUR ETUDES DATA-(H/F) - BOULOGNE-BILLANCOURT (92) - INDEED.FR,Triskell Consulting,,,,,,,,
CONSULTANT DATA PROTECTION - CDI - PARIS - 35K€/50K€,CONSULTANT DATA PROTECTION - CDI - PARIS - 35K€/50K€ - PARIS (75) - INDEED.FR,Limagrain,LIMAGRAIN,34.0,"4,2","4,1","3,9","3,5","3,8","4,0"
,,Roche,Roche,1.0,"4,2","4,1","4,1","3,6","3,7","4,0"
,,LaFourchette,Lafourchette,3.0,"4,7","4,0","3,5","3,0","2,0","4,0"
CHEF DE PROJET ANALYSES DE DONNÉES F/H,CHEF DE PROJET ANALYSES DE DONNÉES F/H - 75015 PARIS 15E - INDEED.FR,TripAdvisor,TripAdvisor,75.0,"4,0","3,9","3,9","3,2","3,4","4,0"
UN-E CHEF-FE DE PROJET OPEN-DATA,UN-E CHEF-FE DE PROJET OPEN-DATA - SEINE-SAINT-DENIS - INDEED.FR,Sia Partners,Sia Partners,7.0,"4,0","4,2","4,2","4,0","3,0","4,2"
,,Rothschild & Co,,,,,,,,
,,ROCHE,Roche,1.0,"4,2","4,1","4,1","3,6","3,7","4,0"
,,DuckerFrontier,,,,,,,,
,,PSAPeugeotCitroen,Peugeot Citroën,1.0,"4,0","3,8","3,7","3,3","3,5","3,7"
,,GEODIS,GEODIS,2.0,"3,5","3,3","3,3","3,1","3,1","3,3"
,,Anaplan,,,,,,,,
CONSULTANT DÉCISIONNEL,CONSULTANT DÉCISIONNEL - PARIS (75) - INDEED.FR,General Electric,GE Corporate,6.0,"4,1","3,9","3,9","3,5","3,6","3,9"
MARKET INTELLIGENCE ANALYST - CHARGÉ(E) DE VEILLE H/F,MARKET INTELLIGENCE ANALYST - CHARGÉ(E) DE VEILLE H/F - ISSY-LES-MOULINEAUX (92) - INDEED.FR,TRIMANE,,,,,,,,
CONSULTANT CRM – ANALYSTE & GESTIONNAIRE DE CAMPAGNE (H/F),CONSULTANT CRM – ANALYSTE & GESTIONNAIRE DE CAMPAGNE (H/F) - PARIS (75) - INDEED.FR,AWS EMEA SARL (France Branch),Amazon.com,31.0,"3,6","3,3","3,7","3,2","3,2","3,4"
,,Rothschild & Co,,,,,,,,
,,Solocal Group,Solocal Group,39.0,"3,4","3,5","3,7","2,6","2,8","3,1"
ANALYSTE ET GESTIONNAIRE DE CAMPAGNES (H/F) CONTRAT À DURÉE DÉTERMINÉE,ANALYSTE ET GESTIONNAIRE DE CAMPAGNES (H/F) CONTRAT À DURÉE DÉTERMINÉE - RUEIL-MALMAISON (92) - INDEED.FR,Salesforce,Salesforce,447.0,"4,2","4,0","4,2","3,7","3,7","4,1"
,,AXA,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7"
CRM APPLICATION ANALYST,CRM APPLICATION ANALYST - PARIS (75) - INDEED.FR,AppDynamics,,,,,,,,
GLOBAL DATA & ANALYTICS MANAGER,GLOBAL DATA & ANALYTICS MANAGER - PARIS (75) - INDEED.FR,Stuart,Stuart,36.0,"3,5","3,6","3,1","2,8","3,1","3,2"
,,Coty Inc.,Coty,515.0,"3,8","3,6","3,7","3,1","3,3","3,4"
