Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
GESTIONNAIRE RÉCONCILATION PAIEMENTS H/F,GESTIONNAIRE RÉCONCILATION PAIEMENTS H/F - PARIS (75) - INDEED.FR,American Express,American Express,6.0,"4,1","4,0","4,0","3,6","3,8","4,0"
BUSINESS DEVELOPER B2B - CDI PARIS F/H,BUSINESS DEVELOPER B2B - CDI PARIS F/H - PARIS 14E (75) - INDEED.FR,Kapten,KAPTEN,4.0,"4,0","3,5","3,3","3,8","4,0","4,8"
BUSINESS ANALYSTE TABLEAU H/F,BUSINESS ANALYSTE TABLEAU H/F - PARIS (75) - INDEED.FR,Polymont it Services,,,,,,,,
BUSINESS IT MANAGER,BUSINESS IT MANAGER - PARIS (75) - INDEED.FR,iBanFirst,,,,,,,,
GROUP PRODUCT MANAGER,GROUP PRODUCT MANAGER - 75009 PARIS 9E - INDEED.FR,JobTeaser,,,,,,,,
INTERNSHIP CONSULTANT,INTERNSHIP CONSULTANT - PARIS (75) - INDEED.FR,WeeFin,,,,,,,,
PRODUCT MANAGER,PRODUCT MANAGER - PARIS (75) - INDEED.FR,Orchestra networks,,,,,,,,
DIGITAL DATA ANALYST CONFIRMÉ (H/F),DIGITAL DATA ANALYST CONFIRMÉ (H/F) - PARIS (75) - INDEED.FR,Harnham,,,,,,,,
EMERGING RISKS - (F/H) - INTERNSHIP,EMERGING RISKS - (F/H) - INTERNSHIP - PARIS (75) - INDEED.FR,AXA General Insurance,AXA,1.0,"3,9","3,8","3,6","3,4","3,5","3,7"
BIG DATA PROJECT MANAGER,BIG DATA PROJECT MANAGER - PARIS (75) - INDEED.FR,Hi-Calibre International,,,,,,,,
WEB ANALYST - EXPERT ADOBE,WEB ANALYST - EXPERT ADOBE - PARIS (75) - INDEED.FR,Harnham,,,,,,,,
CONSULTANT DIGITAL ANALYST,CONSULTANT DIGITAL ANALYST - PARIS (75) - INDEED.FR,Harnham,,,,,,,,
ASSOCIATE,ASSOCIATE - PARIS (75) - INDEED.FR,S&P Global,S&P Global,721.0,"4,0","3,9","3,9","3,4","3,6","3,8"
MARKETING ANALYST (ÉTUDES MARKETING) - DANONE (H/F),MARKETING ANALYST (ÉTUDES MARKETING) - DANONE (H/F) - SAINT-OUEN (93) - INDEED.FR,DANONE,Danone,2.0,"4,2","3,9","4,0","3,7","3,8","4,0"
CRM ANALYST CONFIRMÉ,CRM ANALYST CONFIRMÉ - PARIS (75) - INDEED.FR,Harnham,,,,,,,,
"ASSOCIATE DIRECTOR, BUSINESS INTELLIGENCE AND INVESTIGATIONS","ASSOCIATE DIRECTOR, BUSINESS INTELLIGENCE AND INVESTIGATIONS - PARIS (75) - INDEED.FR","DUFF AND PHELPS, LLC",,,,,,,,
CHARGÉ,CHARGÉ - PARIS (75) - INDEED.FR,Se Loger,,,,,,,,
ASSOCIATE,ASSOCIATE - 75008 PARIS 8E - INDEED.FR,S&P Global Ratings,,,,,,,,
PRODUCT MANAGER,PRODUCT MANAGER - PARIS (75) - INDEED.FR,Deezer,DEEZER,6.0,"4,2","4,5","4,0","4,0","4,0","4,5"
ECS EMEA SALES INTELLIGENCE BU MANAGER,ECS EMEA SALES INTELLIGENCE BU MANAGER - PARIS (75) - INDEED.FR,"Arrow Electronics, Inc.",Arrow Electronics,826.0,"3,6","3,4","3,4","3,0","3,1","3,3"
CHEF DE GROUPE MARKETING RELATIONNEL (H-F) F/H,CHEF DE GROUPE MARKETING RELATIONNEL (H-F) F/H - PARIS 2E (75) - INDEED.FR,AGENCE FRANCE PRESSE,AGENCE FRANCE PRESSE,10.0,"4,7","4,5","4,3","4,0","4,5","4,5"
CHEF DE PROJET CRM B2B - F/H,CHEF DE PROJET CRM B2B - F/H - LEVALLOIS-PERRET (92) - INDEED.FR,Kapten,KAPTEN,4.0,"4,0","3,5","3,3","3,8","4,0","4,8"
ASSOCIATE ANALYST (RRS – CFG/INFRASTRUCTURE/PROJECT FINANCE/FINANCIAL INSTITUTIONS GROUPS/SFG),ASSOCIATE ANALYST (RRS – CFG/INFRASTRUCTURE/PROJECT FINANCE/FINANCIAL INSTITUTIONS GROUPS/SFG) - PARIS (75) - INDEED.FR,Moody's Investors Service,Moody's Corporation,301.0,"3,8","3,9","3,5","3,4","3,3","3,5"
REGULATORY SYSTEM COORDINATOR M/W,REGULATORY SYSTEM COORDINATOR M/W - LES ULIS (91) - INDEED.FR,ProductLife Group,productlife group,2.0,"4,0","4,0","3,0","3,0","3,5","3,0"
FULLSTACK WEB DEVELOPER (VUEJS / PYTHON) H/F,FULLSTACK WEB DEVELOPER (VUEJS / PYTHON) H/F - PARIS (75) - INDEED.FR,CybelAngel,,,,,,,,
DEVOPS ENGINEER,DEVOPS ENGINEER - PARIS (75) - INDEED.FR,TINYCLUES,,,,,,,,
SENIOR PRODUCT MANAGER H/F,SENIOR PRODUCT MANAGER H/F - 75009 PARIS 9E - INDEED.FR,JobTeaser,,,,,,,,
CHARGÉ.E DE PROJET SEO,CHARGÉ.E DE PROJET SEO - PARIS (75) - INDEED.FR,Mon Vanity Idéal,Mon Vanity Idéal,3.0,"4,3","3,7","2,3","2,3","4,3","4,7"
HRIS MANAGER,HRIS MANAGER - PARIS (75) - INDEED.FR,TechnipFMC,TechnipFMC,1.0,"4,0","3,9","3,9","3,4","3,6","3,8"
SALES OPERATIONS MANAGER (H/F),SALES OPERATIONS MANAGER (H/F) - PARIS (75) - INDEED.FR,L'AgenceRP,,,,,,,,
SALES OPERATIONS MANAGER (H/F) - CDI,SALES OPERATIONS MANAGER (H/F) - CDI - PARIS (75) - INDEED.FR,papernest,,,,,,,,
SALES PERFORMANCE MANAGER - CDI - F/H,SALES PERFORMANCE MANAGER - CDI - F/H - CLICHY (92) - INDEED.FR,Sarenza,Sarenza,20.0,"4,2","4,2","3,4","2,9","3,6","4,2"
LEAD ANDROID DEVELOPER (H/F) - CDI PARIS #KOTLIN,LEAD ANDROID DEVELOPER (H/F) - CDI PARIS #KOTLIN - PARIS (75) - INDEED.FR,Kapten,KAPTEN,4.0,"4,0","3,5","3,3","3,8","4,0","4,8"
"OPERATIONS MANAGER, JUMP - PARIS","OPERATIONS MANAGER, JUMP - PARIS - PARIS (75) - INDEED.FR",Uber,Uber,535.0,"3,8","3,8","3,4","3,1","3,4","3,7"
CONSULTANT(E) AMOA - FINANCE DE MARCHÉ - H/F,CONSULTANT(E) AMOA - FINANCE DE MARCHÉ - H/F - PARIS (75) - INDEED.FR,Anaya,Anaya,10.0,"4,5","4,1","4,0","3,7","4,4","4,5"
LEGAL OPERATIONS MANAGER,LEGAL OPERATIONS MANAGER - PARIS (75) - INDEED.FR,Elevate Services,,,,,,,,
HEAD OF ADVERTISING SALES & BUSINESS DEVELOPMENT H/F,HEAD OF ADVERTISING SALES & BUSINESS DEVELOPMENT H/F - PARIS (75) - INDEED.FR,Rakuten France,,,,,,,,
"CONSULTANT - ANALYTICS, INSTITUTIONS FINANCIÈRES F/H","CONSULTANT - ANALYTICS, INSTITUTIONS FINANCIÈRES F/H - PUTEAUX (92) - INDEED.FR",AIYO GROUP,,,,,,,,
"STAGE DE FIN D'ÉTUDES DATA AND REPORTING SPECIALIST – 6 MOIS ,PARIS","STAGE DE FIN D'ÉTUDES DATA AND REPORTING SPECIALIST – 6 MOIS ,PARIS - PARIS 16E (75) - INDEED.FR",Kepler Cheuvreux,,,,,,,,
HEAD OF ADVERTISING SALES & BUSINESS DEVELOPMENT H/F,HEAD OF ADVERTISING SALES & BUSINESS DEVELOPMENT H/F - 75002 PARIS 2E - INDEED.FR,Priceminister,PriceMinister,4.0,"4,3","4,0","2,0","2,0","1,8","3,3"
CUSTOMER SUCCESS BUSINESS PARTNER,CUSTOMER SUCCESS BUSINESS PARTNER - PARIS (75) - INDEED.FR,Anaplan,,,,,,,,
CHEF DE PROJET / BUSINESS ANALYST DÉRIVÉS LISTÉS (H/F) / FREELANCE,CHEF DE PROJET / BUSINESS ANALYST DÉRIVÉS LISTÉS (H/F) / FREELANCE - PANTIN (93) - INDEED.FR,EXteam,,,,,,,,
MACROECONOMISTE,MACROECONOMISTE - PARIS (75) - INDEED.FR,Paris (75),,,,,,,,
CONTROLEUR DE GESTION - H/F,CONTROLEUR DE GESTION - H/F - PARIS (75) - INDEED.FR,KANTAR,Kantar,54.0,"3,6","3,7","3,3","3,0","3,2","3,4"
CUSTOMER ENABLEMENT MANAGER,CUSTOMER ENABLEMENT MANAGER - PARIS (75) - INDEED.FR,Content Square,Content Square,2.0,"5,0","5,0","5,0","5,0","5,0","5,0"
CHARGE(E) D’ETUDES – BILINGUE ANGLAIS (H/F),CHARGE(E) D’ETUDES – BILINGUE ANGLAIS (H/F) - PUTEAUX (92) - INDEED.FR,KANTAR,Kantar,54.0,"3,6","3,7","3,3","3,0","3,2","3,4"
PRINCIPAL,PRINCIPAL - PARIS (75) - INDEED.FR,ViaVan,,,,,,,,
ACCOUNT EXECUTIVE - M/F,ACCOUNT EXECUTIVE - M/F - PARIS (75) - INDEED.FR,CybelAngel,,,,,,,,
PRODUCT OWNER (H/F),PRODUCT OWNER (H/F) - PARIS (75) - INDEED.FR,Vestiaire Collective,vestiaire collective,2.0,"4,0","4,5","3,5","3,0","3,0","5,0"
CONSULTANT(E) TECHNIQUE CONFIRMÉ(E) – ECHANGES DE DONNÉES,CONSULTANT(E) TECHNIQUE CONFIRMÉ(E) – ECHANGES DE DONNÉES - NEUILLY-SUR-SEINE (92) - INDEED.FR,Apgar Consulting,,,,,,,,
PRODUCT MANAGER MOBILE,PRODUCT MANAGER MOBILE - PARIS (75) - INDEED.FR,SchoolMouv,,,,,,,,
CONSULTANT TRACKING- WEB ANALYTICS – H/F,CONSULTANT TRACKING- WEB ANALYTICS – H/F - PARIS 12E (75) - INDEED.FR,Résonéo,,,,,,,,
PRODUCT MANAGER SÉNIOR – PLATEFORME DE RECRUTEMENT,PRODUCT MANAGER SÉNIOR – PLATEFORME DE RECRUTEMENT - PARIS (75) - INDEED.FR,Konekt,,,,,,,,
ANALYSTE QUANTITATIF MARKET STRESS TESTS (H/F),ANALYSTE QUANTITATIF MARKET STRESS TESTS (H/F) - 75013 PARIS 13E - INDEED.FR,Natixis,Natixis,357.0,"3,9","3,9","3,8","3,4","3,6","3,7"
LEAD FULLSTACK DEVELOPER (H/F) - CDI PARIS,LEAD FULLSTACK DEVELOPER (H/F) - CDI PARIS - PARIS (75) - INDEED.FR,Kapten,KAPTEN,4.0,"4,0","3,5","3,3","3,8","4,0","4,8"
"CONSULTANT (OPERATION, REGULATORY, ANALYTICS)","CONSULTANT (OPERATION, REGULATORY, ANALYTICS) - PARIS (75) - INDEED.FR",Alan Allman Associates,,,,,,,,
ACCOUNT EXECUTIVE - ENERGY & UTILITIES SECTOR,ACCOUNT EXECUTIVE - ENERGY & UTILITIES SECTOR - PARIS (75) - INDEED.FR,Anaplan,,,,,,,,
MARKET ANALYST/REPORTER,MARKET ANALYST/REPORTER - TOULOUSE (31) - INDEED.FR,Urner Barry,,,,,,,,
DATA ANALYST / DATA VISUALISATION CONSULTANT (F/H) - NANTES,DATA ANALYST / DATA VISUALISATION CONSULTANT (F/H) - NANTES - NANTES (44) - INDEED.FR,Novencia,Novencia,5.0,"5,0","5,0","5,0","5,0","5,0","5,0"
2 INGÉNIEURS INFORMATIQUE DATA (F/H),2 INGÉNIEURS INFORMATIQUE DATA (F/H) - TOULOUSE (31) - INDEED.FR,MY SUPPORT SERVICES,,,,,,,,
DATA SCIENTIST (ÉDITEUR RECHERCHE ET DÉVELOPPEMENT) - H/F,DATA SCIENTIST (ÉDITEUR RECHERCHE ET DÉVELOPPEMENT) - H/F - NANTES (44) - INDEED.FR,Seyos,Seyos,4.0,"5,0","4,7","4,0","4,5","5,0","5,0"
DATA ANALYST (H/F),DATA ANALYST (H/F) - BORDEAUX (33) - INDEED.FR,Ubisoft,Ubisoft,190.0,"4,0","4,0","3,3","3,4","3,5","4,1"
INGÉNIEUR DÉVELOPPEUR JAVA EE H/F,INGÉNIEUR DÉVELOPPEUR JAVA EE H/F - NANTES (44) - INDEED.FR,Sopra Steria,Sopra Steria,348.0,"3,6","3,7","3,3","3,3","3,2","3,4"
SOCIAL DATA ANALYST JUNIOR - ANGLAIS COURANT,SOCIAL DATA ANALYST JUNIOR - ANGLAIS COURANT - LABÈGE (31) - INDEED.FR,linkfluence,Linkfluence,2.0,"4,0",,,,,
DATA ANALYST INTERNATIONAL H/F,DATA ANALYST INTERNATIONAL H/F - BORDEAUX (33) - INDEED.FR,Cdiscount,CDISCOUNT,71.0,"3,5","3,5","3,2","3,2","3,2","3,6"
BUSINESS ANALYST (H/F) - NANTES,BUSINESS ANALYST (H/F) - NANTES - VERTOU (44) - INDEED.FR,Maisons du Monde,Maisons du Monde,330.0,"3,5","3,3","3,1","2,8","3,0","3,3"
DATA ANALYST H/F,DATA ANALYST H/F - BORDEAUX (33) - INDEED.FR,Betclic Group,Betclic Group,2.0,"4,5","4,0","3,0","5,0","4,0","5,0"
INTERNSHIP 2019 - DATA ANALYST IN HR (M/F),INTERNSHIP 2019 - DATA ANALYST IN HR (M/F) - TOULOUSE (31) - INDEED.FR,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
DATA ANALYST,DATA ANALYST - NANTES (44) - INDEED.FR,PeopleDoc - Nantes,,,,,,,,
DATA ANALYST H/F,DATA ANALYST H/F - BORDEAUX (33) - INDEED.FR,BetClic Everest Group,,,,,,,,
DATA ANALYST (H/F),DATA ANALYST (H/F) - BORDEAUX (33) - INDEED.FR,Akema,AKEMA,3.0,"4,0","3,7","4,0","4,0","3,0","4,0"
STAGE-DATA ANALYST H/F,STAGE-DATA ANALYST H/F - 31130 BALMA - INDEED.FR,BVA Group,BVA Group,18.0,"3,8","3,7","3,7","3,2","3,9","3,8"
ASS. DATA ANALYST,ASS. DATA ANALYST - BORDEAUX (33) - INDEED.FR,Actiplay,,,,,,,,
DATA ANALYST,DATA ANALYST - TOULOUSE (31) - INDEED.FR,Sigfox,,,,,,,,
DATA SCIENTIST – DATA ANALYST F/H,DATA SCIENTIST – DATA ANALYST F/H - NANTES (44) - INDEED.FR,AUDENSIEL TECHNOLOGIES SUD-OUEST,,,,,,,,
STAGE ALTERNÉ - DATA ANALYST ACHATS STANDARDS PARTS H/F,STAGE ALTERNÉ - DATA ANALYST ACHATS STANDARDS PARTS H/F - COLOMIERS (31) - INDEED.FR,STELIA Aerospace,STELIA AEROSPACE,36.0,"4,1","4,1","3,9","4,0","3,8","4,0"
DATA ANALYST F/H,DATA ANALYST F/H - BORDEAUX (33) - INDEED.FR,Cdiscount,CDISCOUNT,71.0,"3,5","3,5","3,2","3,2","3,2","3,6"
STAGE DATA ANALYSE - RÉDUCTION DU COÛT DE NON QUALITÉ (H/F),STAGE DATA ANALYSE - RÉDUCTION DU COÛT DE NON QUALITÉ (H/F) - NANTES (44) - INDEED.FR,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
RECRUTEMENT DATA ANALYST/INGÉNIEUR BI,RECRUTEMENT DATA ANALYST/INGÉNIEUR BI - PESSAC (33) - INDEED.FR,Université Bordeaux Montaigne,,,,,,,,
DATA SCIENTIST H/F,DATA SCIENTIST H/F - NANTES (44) - INDEED.FR,SHC-Solution,,,,,,,,
BUSINESS ANALYST DATA MASTERY (M/F),BUSINESS ANALYST DATA MASTERY (M/F) - TOULOUSE (31) - INDEED.FR,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
PRICING ANALYST H/F,PRICING ANALYST H/F - BORDEAUX (33) - INDEED.FR,L'AgenceRP,,,,,,,,
BUSINESS ANALYST JUNIOR F/H,BUSINESS ANALYST JUNIOR F/H - NANTES (44) - INDEED.FR,DTA INGENIERIE,,,,,,,,
DATA SCIENTIST/ANALYST (M/F),DATA SCIENTIST/ANALYST (M/F) - TOULOUSE (31) - INDEED.FR,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
PMO/DATA ANALYST / FREELANCE,PMO/DATA ANALYST / FREELANCE - SAINT-HERBLAIN (44) - INDEED.FR,INFOTEL CONSEIL,INFOTEL CONSEIL,5.0,"2,8","2,4","3,0","2,8","2,4","2,8"
STAGE DATA ANALYST,STAGE DATA ANALYST - PESSAC (33) - INDEED.FR,Groupe Pichet,Groupe Pichet,32.0,"2,6","2,3","2,6","2,0","2,4","2,4"
ACCOUNTS PAYABLE ANALYST - AIRBUS SAS,ACCOUNTS PAYABLE ANALYST - AIRBUS SAS - TOULOUSE (31) - INDEED.FR,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
DATA SCIENTIST - STAGE,DATA SCIENTIST - STAGE - TOULOUSE (31) - INDEED.FR,ROUAIX GROUPE,,,,,,,,
DATA ANALYST / BUSINESS ANALYTICS (DSI) - H/F,DATA ANALYST / BUSINESS ANALYTICS (DSI) - H/F - NANTES (44) - INDEED.FR,Seyos,Seyos,4.0,"5,0","4,7","4,0","4,5","5,0","5,0"
BUSINESS ANALYST SENIOR - NANTES H/F,BUSINESS ANALYST SENIOR - NANTES H/F - NANTES (44) - INDEED.FR,Crédit Agricole Technologies & Services,,,,,,,,
INGÉNIEUR .NET - H/F,INGÉNIEUR .NET - H/F - NANTES (44) - INDEED.FR,Sopra Steria,Sopra Steria,348.0,"3,6","3,7","3,3","3,3","3,2","3,4"
PRICING ANALYST H/F,PRICING ANALYST H/F - BORDEAUX (33) - INDEED.FR,Cdiscount,CDISCOUNT,71.0,"3,5","3,5","3,2","3,2","3,2","3,6"
NAVBLUE - BUSINESS ANALYST APPRENTICE (M/F),NAVBLUE - BUSINESS ANALYST APPRENTICE (M/F) - BLAGNAC (31) - INDEED.FR,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
DATA ANALYST SENIOR H/F,DATA ANALYST SENIOR H/F - BORDEAUX (33) - INDEED.FR,Back Market,,,,,,,,
STAGE INGÉNIEUR(E) DATA ANALYST,STAGE INGÉNIEUR(E) DATA ANALYST - BÈGLES (33) - INDEED.FR,VALOREM Energie,,,,,,,,
DATA SCIENTIST H/F,DATA SCIENTIST H/F - TOULOUSE (31) - INDEED.FR,Assystem,Assystem,165.0,"3,3","3,3","2,9","2,9","2,8","3,2"
DATA ANALYST,DATA ANALYST - BORDEAUX (33) - INDEED.FR,PeopleDoc - Bordeaux,,,,,,,,
BUSINESS ANALYST H/F,BUSINESS ANALYST H/F - TOULOUSE (31) - INDEED.FR,ACTIVUS Group,,,,,,,,
ANALYST - DATA MIGRATION - WORKDAY,ANALYST - DATA MIGRATION - WORKDAY - BORDEAUX (33) - INDEED.FR,everBe,,,,,,,,
DATA ANALYST - SALES OPERATIONS,DATA ANALYST - SALES OPERATIONS - TOULOUSE (31) - INDEED.FR,Euro London Appointments,,,,,,,,
STAGE ANALYSTE PROGRAMMEUR F/H,STAGE ANALYSTE PROGRAMMEUR F/H - NANTES (44) - INDEED.FR,VINCI energies,Vinci Energies,94.0,"3,9","3,7","3,7","3,6","3,6","3,9"
RESEARCH ANALYST,RESEARCH ANALYST - TOULOUSE (31) - INDEED.FR,FAT & Associés,,,,,,,,
DATA ANALYST SENIOR (H/F),DATA ANALYST SENIOR (H/F) - PESSAC (33) - INDEED.FR,Groupe Pichet,Groupe Pichet,32.0,"2,6","2,3","2,6","2,0","2,4","2,4"
BUSINESS ANALYST F/H,BUSINESS ANALYST F/H - BLAGNAC (31) - INDEED.FR,DEVATECH,,,,,,,,
PROGRAM / PROJECT MANAGEMENT ANALYST (H/F),PROGRAM / PROJECT MANAGEMENT ANALYST (H/F) - NANTES (44) - INDEED.FR,Talend,Talend,8.0,"4,1","3,8","4,0","3,4","3,4","4,0"
STRATEGIC SOURCING ANALYST (F/M),STRATEGIC SOURCING ANALYST (F/M) - 31027 TOULOUSE - INDEED.FR,TE Connectivity,TE Connectivity,1.0,"3,8","3,7","3,7","3,2","3,3","3,6"
ANALYSTE DÉVELOPPEUR SIRH (H/F),ANALYSTE DÉVELOPPEUR SIRH (H/F) - NANTES (44) - INDEED.FR,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
STAGE DATA ANALYST - DÉVELOPPEMENT COMMERCIAL H/F,STAGE DATA ANALYST - DÉVELOPPEMENT COMMERCIAL H/F - 33708 MÉRIGNAC - INDEED.FR,Bouygues Telecom,Bouygues Telecom,524.0,"3,8","3,6","3,6","3,2","3,4","3,8"
ANALYSTE DE DONNÉES BIOLOGIQUES F/H,ANALYSTE DE DONNÉES BIOLOGIQUES F/H - LABÈGE (31) - INDEED.FR,DENDRIS,,,,,,,,
STAGE DATA SCIENTIST / DATA ANALYST,STAGE DATA SCIENTIST / DATA ANALYST - ARTIGUES-PRÈS-BORDEAUX (33) - INDEED.FR,"Groupe DBF, Audi et Volkswagen",,,,,,,,
2019-02-04 04/02/2019,2019-02-04 04/02/2019 - NANTES (44) - INDEED.FR,CTS Corporate,CTS Corporation,258.0,"3,8","3,8","3,5","3,3","3,4","3,5"
STAGE DATA SCIENCE - QUANT RESEARCH ANALYST,STAGE DATA SCIENCE - QUANT RESEARCH ANALYST - 33000 BORDEAUX - INDEED.FR,scorelab.io,,,,,,,,
DATA ANALYSTE (H/F),DATA ANALYSTE (H/F) - 31670 LABÈGE - INDEED.FR,Manpower,Manpower,14.0,"3,8","3,7","3,3","3,2","3,5","3,6"
ANALYSTE M&A,ANALYSTE M&A - NANTES (44) - INDEED.FR,KPMG,KPMG,5.0,"4,0","3,4","3,6","3,8","3,7","3,8"
BUSINESS ANALYST,BUSINESS ANALYST - BLAGNAC (31) - INDEED.FR,DEVATECH,,,,,,,,
"BUSINESS ANALYSTE / PRODUCT OWNER CONFIRMÉ, NANTES (H/F)","BUSINESS ANALYSTE / PRODUCT OWNER CONFIRMÉ, NANTES (H/F) - NANTES (44) - INDEED.FR",Solog,,,,,,,,
BUSINESS ANALYST,BUSINESS ANALYST - BORDEAUX (33) - INDEED.FR,Cdiscount,CDISCOUNT,71.0,"3,5","3,5","3,2","3,2","3,2","3,6"
INFORMATICS SCIENTIST,INFORMATICS SCIENTIST - TOULOUSE (31) - INDEED.FR,Evotec WD,,,,,,,,
ANALYSTE SUPPORT APPLICATIF N2 H/F,ANALYSTE SUPPORT APPLICATIF N2 H/F - NANTES (44) - INDEED.FR,Nantes (44),,,,,,,,
"BUSINESS ANALYSTE / PRODUCT OWNER CONFIRMÉ, NANTES (H/F)","BUSINESS ANALYSTE / PRODUCT OWNER CONFIRMÉ, NANTES (H/F) - NANTES (44) - INDEED.FR",Talan,Talan,9.0,"3,2","3,4","3,1","3,2","2,9","3,1"
ARTIFICIAL INTELLIGENCE RESEARCH SCIENTIST M/F,ARTIFICIAL INTELLIGENCE RESEARCH SCIENTIST M/F - TOULOUSE (31) - INDEED.FR,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
RESPONSABLE D'ÉTABLISSEMENT ADJOINT F/H,RESPONSABLE D'ÉTABLISSEMENT ADJOINT F/H - NANTES (44) - INDEED.FR,INSTITUT DE SCIENCE DES DONNEES,,,,,,,,
ANALYSTE SAP SOLMAN / FREELANCE,ANALYSTE SAP SOLMAN / FREELANCE - TOULOUSE (31) - INDEED.FR,CS Group Solutions,,,,,,,,
ANALYSTE MIGRATION DE DONNÉES SIRH WORKDAY,ANALYSTE MIGRATION DE DONNÉES SIRH WORKDAY - BORDEAUX (33) - INDEED.FR,Mercer everBe,,,,,,,,
DATA SCIENTIST H/F,DATA SCIENTIST H/F - PAYS DE LA LOIRE - INDEED.FR,Assystem,Assystem,165.0,"3,3","3,3","2,9","2,9","2,8","3,2"
EXPERT EXCEL / DATA ANALYST (F/H),EXPERT EXCEL / DATA ANALYST (F/H) - CORNEBARRIEU (31) - INDEED.FR,Expectra.fr,Expectra,60.0,"3,4","3,5","3,2","2,7","3,2","3,2"
ANALYSTE - LEAD DATA MIGRATION - WORKDAY,ANALYSTE - LEAD DATA MIGRATION - WORKDAY - PESSAC (33) - INDEED.FR,everBe,,,,,,,,
DIGITAL ACCELERATOR - BIG DATA SOFTWARE ENGINEER (M/F),DIGITAL ACCELERATOR - BIG DATA SOFTWARE ENGINEER (M/F) - BLAGNAC (31) - INDEED.FR,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
DATA SCIENTIST F/H,DATA SCIENTIST F/H - BORDEAUX (33) - INDEED.FR,Cdiscount,CDISCOUNT,71.0,"3,5","3,5","3,2","3,2","3,2","3,6"
ANALYSTE MICROSOFT DYNAMICS H/F,ANALYSTE MICROSOFT DYNAMICS H/F - TOULOUSE (31) - INDEED.FR,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
ANALYSTE COBOL H/F,ANALYSTE COBOL H/F - BORDEAUX (33) - INDEED.FR,ACTIVUS Group,,,,,,,,
BI ANALYST,BI ANALYST - TOULOUSE (31) - INDEED.FR,Harnham,,,,,,,,
PROJECT MANAGER,PROJECT MANAGER - BLAGNAC (31) - INDEED.FR,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
ANALYSTE/DÉVELOPPEUR DÉCISIONNEL SQL (H/F),ANALYSTE/DÉVELOPPEUR DÉCISIONNEL SQL (H/F) - BORDEAUX (33) - INDEED.FR,Cordon Electronics,CORDON ELECTRONICS,30.0,"3,6","3,7","3,2","2,8","3,2","3,2"
INGÉNIEUR ETUDE ET DÉVELOPPEMENT - SECTEUR BANCAIRE,INGÉNIEUR ETUDE ET DÉVELOPPEMENT - SECTEUR BANCAIRE - BORDEAUX (33) - INDEED.FR,AiYO Group,,,,,,,,
BUSINESS ARCHITECTE PEGA H/F,BUSINESS ARCHITECTE PEGA H/F - TOULOUSE (31) - INDEED.FR,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
ANALYSTES SOC H/F,ANALYSTES SOC H/F - TOULOUSE (31) - INDEED.FR,TALENTS RH,,,,,,,,
PRODUCT MANAGER (BORDEAUX),PRODUCT MANAGER (BORDEAUX) - BORDEAUX (33) - INDEED.FR,Deezer,DEEZER,6.0,"4,2","4,5","4,0","4,0","4,0","4,5"
DÉVELOPPEUR JUNIOR SALESFORCE H/F,DÉVELOPPEUR JUNIOR SALESFORCE H/F - TOULOUSE (31) - INDEED.FR,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
JUNIOR COMMODITIES ANALYST & OPERATIONS MANAGER,JUNIOR COMMODITIES ANALYST & OPERATIONS MANAGER - BORDEAUX (33) - INDEED.FR,LBMS ROCKWINDS,,,,,,,,
DÉVELOPPEUR JUNIOR MICROSOFT DYNAMICS H/F,DÉVELOPPEUR JUNIOR MICROSOFT DYNAMICS H/F - TOULOUSE (31) - INDEED.FR,CGI,CGI Group,2.0,"3,7","3,7","3,5","3,3","3,3","3,5"
ANALYSTE/DÉVELOPPEUR DÉCISIONNEL SQL F/H,ANALYSTE/DÉVELOPPEUR DÉCISIONNEL SQL F/H - BORDEAUX (33) - INDEED.FR,CORDON ELECTRONICS,CORDON ELECTRONICS,30.0,"3,6","3,7","3,2","2,8","3,2","3,2"
BPO FRONT OFFICE,BPO FRONT OFFICE - BORDEAUX (33) - INDEED.FR,SAUERMANN,,,,,,,,
MAINTENANCE ENGINEERING SPECIALIST,MAINTENANCE ENGINEERING SPECIALIST - BLAGNAC (31) - INDEED.FR,Airbus,Airbus Group,1.0,"4,2","4,1","4,1","3,7","3,6","3,9"
